"전출지별","전입지별","항목","단위","2025 년","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년","2007 년","2006 년","2005 년","2004 년","2003 년","2002 년","2001 년","2000 년","1999 년","1998 년","1997 년","1996 년","1995 년","1994 년","1993 년","1992 년","1991 년","1990 년","1989 년","1988 년","1987 년","1986 년","1985 년","1984 년","1983 년","1982 년","1981 년","1980 년","1979 년","1978 년","1977 년","1976 년","1975 년","1974 년","1973 년","1972 년","1971 년","1970 년",
"인천광역시","서울특별시","순이동자수[명]","명","-12472","-11870","-13707","-11500","-10513","-1466","-3811","-8818","-7957","-11259","-11345","-8832","-14407","-17424","-18633","-10412","-6534","-10014","-9716","-5133","-6340","-2508","-1842","-10329","-6652","-6859","-5551","-15542","-19929","-15547","-21094","-19751","-23396","-26765","-35627","-60286","-22437","-10198","-12274","-10700","-16197","-10066","-1542","-1026","-13390","","","","","","","","","","","",
"인천광역시","부산광역시","이동자수[명]","명","2209","2125","2078","2026","2150","2381","2165","2107","2620","2616","2930","3088","2677","2691","3213","2738","2657","2842","2949","2814","2767","2745","2922","3139","2920","2895","3256","2895","2963","3162","3117","2872","3032","3348","3124","3400","3426","3422","3970","3821","3475","3385","3400","3570","3582","","","","","","","","","","","",
"인천광역시","부산광역시","순이동자수[명]","명","-1074","-866","-640","-683","-608","-599","-890","-795","-374","-476","-255","-55","-309","-489","-528","-492","-579","-702","-885","-690","-838","-817","-827","-1199","-1033","-987","-772","-678","-850","-674","-1041","-1637","-1952","-1523","-1734","-1939","-1285","-1016","-473","-224","-887","-926","-1229","-281","-604","","","","","","","","","","","",
"인천광역시","대구광역시","이동자수[명]","명","1620","1647","1467","1452","1399","1577","1542","1502","1590","1551","1691","1734","1795","1702","1585","1628","1672","1680","1843","1645","1615","1601","1670","1691","1625","1806","1942","1665","1724","1794","1954","1669","1677","1846","1676","1543","1424","1739","1660","1691","1689","1657","1722","1607","1455","","","","","","","","","","","",
"인천광역시","대구광역시","순이동자수[명]","명","-676","-553","-464","-497","-615","-535","-548","-466","-340","-411","-296","-281","-407","-277","-415","-340","-331","-445","-599","-605","-642","-651","-722","-837","-950","-403","-257","-163","-309","-299","-9","-288","-434","-241","-423","-895","-848","-188","-414","-231","-347","-270","-199","-33","15","","","","","","","","","","","",
"인천광역시","인천광역시","이동자수[명]","명","233291","242188","263686","239919","277313","297626","276081","287236","266394","290783","314622","295375","297446","297979","325441","303966","318898","389945","387006","347928","334124","306772","348781","359818","356963","358102","320946","284347","334572","317278","312087","327840","317595","310754","289666","318771","270158","281064","251771","216240","232745","243975","231796","200084","183157","","","","","","","","","","","",
"인천광역시","인천광역시","순이동자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","",
"인천광역시","광주광역시","이동자수[명]","명","1443","1381","1315","1340","1422","1543","1349","1451","1518","1762","1894","2007","1939","1884","1979","2492","2147","2316","2350","2143","1932","2028","2213","2118","2202","2236","2388","2133","2368","2169","2046","2031","2086","2358","2383","1988","1715","1907","1344","1263","0","0","0","0","","","","","","","","","","","","",
"인천광역시","광주광역시","순이동자수[명]","명","-594","-593","-575","-466","-549","-344","-686","-542","-482","-318","-273","-3","-170","-273","-176","237","-157","-285","-546","-407","-877","-867","-808","-855","-542","-500","0","-34","-122","-156","-104","-425","-291","78","1","-651","-485","-253","-259","-193","0","0","0","0","","","","","","","","","","","","",
"인천광역시","대전광역시","이동자수[명]","명","2455","2453","2135","2262","2407","2476","2359","2263","2552","2616","2756","2736","2673","2873","2820","2589","2812","2905","2742","2958","3088","2792","3196","3216","3221","3515","3525","3310","3296","3299","3370","3259","3445","2913","2619","2334","2083","0","0","0","0","0","0","0","","","","","","","","","","","","",
"인천광역시","대전광역시","순이동자수[명]","명","-173","-121","-242","-207","-104","-118","-208","-314","94","153","240","115","11","61","38","-173","82","-78","-352","42","142","26","-176","-167","-141","242","325","379","258","462","793","787","1120","673","505","-122","233","0","0","0","0","0","0","0","","","","","","","","","","","","",
"인천광역시","울산광역시","이동자수[명]","명","960","835","754","747","840","793","757","778","962","1080","1359","1083","1289","1116","1081","949","989","1063","1062","984","928","874","1033","1015","1012","1015","1054","831","1025","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","울산광역시","순이동자수[명]","명","-198","-183","-279","-309","-175","-260","-442","-317","-71","-55","110","-2","235","71","113","-40","-11","39","39","-90","-174","-242","-110","-162","16","-79","-118","-177","-80","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","세종특별자치시","이동자수[명]","명","947","916","862","894","1038","1117","1186","1125","1265","1398","1496","990","592","597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","세종특별자치시","순이동자수[명]","명","56","42","-24","117","261","216","285","354","633","861","1045","668","280","333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","경기도","이동자수[명]","명","57580","59138","57972","56161","67980","81497","70868","72932","67838","66764","66353","65903","63331","65127","65332","71031","70474","75557","75185","77178","72226","71763","84889","90856","74456","67498","70792","54556","60913","60340","61931","56323","59301","49119","46791","47519","46940","51180","50129","46434","43284","41246","43141","40075","31488","","","","","","","","","","","",
"인천광역시","경기도","순이동자수[명]","명","-15509","-10303","-16729","-17098","-2228","16788","8195","9571","6041","900","-5160","-5651","-11148","-11603","-13392","3118","1012","-1223","-10036","-897","529","9964","23624","24524","11439","-18","6223","-8620","-5601","2461","5650","-4494","-3186","-16904","-19831","-24020","-15430","-11236","-4312","-1102","-3978","-5803","-1522","4321","-6557","","","","","","","","","","","",
"인천광역시","강원특별자치도","이동자수[명]","명","4206","4390","4362","4843","5421","5544","5190","5125","5396","5598","5904","5549","5573","5339","5695","5808","5866","6033","5581","4908","5186","5565","5950","5834","5898","5512","6661","6572","5737","5474","5129","4444","4745","4795","4336","4284","4011","3769","4376","4467","4383","4004","4121","4228","4390","","","","","","","","","","","",
"인천광역시","강원특별자치도","순이동자수[명]","명","-432","-156","-319","840","901","1191","594","293","733","518","846","401","502","-68","696","716","651","611","-164","-833","-162","-298","-450","-1114","-174","-444","485","1313","-189","-316","-972","-1903","-2426","-2636","-4187","-5319","-4661","-4278","-4281","-2637","-2405","-3972","-2614","-1184","-1958","","","","","","","","","","","",
"인천광역시","충청북도","이동자수[명]","명","3894","3590","3584","3905","4140","4268","3999","4191","4051","4303","4624","4210","4172","4167","3952","4347","4157","4588","4363","4593","3637","3815","3914","3748","4137","4074","4420","4110","4411","4514","4055","3489","4685","4475","3997","3922","3278","3079","3299","3138","3114","2709","2836","2656","2964","","","","","","","","","","","",
"인천광역시","충청북도","순이동자수[명]","명","279","11","291","655","768","883","536","797","635","995","1115","753","743","543","524","874","566","867","408","665","-58","-52","-39","-535","-94","195","127","333","577","805","216","-733","330","-145","-1359","-2102","-2206","-2453","-2564","-1933","-1957","-3363","-2888","-1809","-1706","","","","","","","","","","","",
"인천광역시","충청남도","이동자수[명]","명","7209","7676","7179","7572","8302","8102","7671","8194","8730","8728","9101","8964","8752","8591","9332","9985","9859","11146","11282","9884","9995","11370","9421","8132","8200","8386","9150","9281","9911","9257","8700","6740","8215","7627","6909","7241","7020","9142","9267","9498","9010","8719","9360","8463","8792","","","","","","","","","","","",
"인천광역시","충청남도","순이동자수[명]","명","680","1192","1027","1645","1666","1327","1072","1829","2479","2321","2465","2180","1959","1411","2118","2544","1960","2501","2172","1289","1261","2378","877","-1152","64","-63","290","1683","1440","1053","408","-2072","-1356","-2900","-4950","-5410","-4996","-5912","-6058","-3738","-4824","-7138","-5504","-3638","-5156","","","","","","","","","","","",
"인천광역시","전북특별자치도","이동자수[명]","명","2661","2715","2636","2776","3122","3321","2970","3087","3502","3756","3581","3745","3577","3987","4347","4379","4490","4724","4717","4371","3991","4253","6507","4304","5982","4658","5437","5002","5143","4565","4902","3918","4257","4371","3936","3998","3206","3389","3571","3598","3606","3496","3832","3996","4904","","","","","","","","","","","",
"인천광역시","전북특별자치도","순이동자수[명]","명","-498","-499","-281","-249","-130","-453","-697","-637","-14","341","186","157","-294","-88","360","535","288","-116","-533","-891","-1417","-2892","-80","-3554","-91","-929","-282","341","-42","-501","-129","-1454","-1597","-1850","-3029","-4136","-4141","-3821","-4306","-3169","-3252","-3576","-3139","-1774","-1130","","","","","","","","","","","",
"인천광역시","전라남도","이동자수[명]","명","2723","2519","2653","2802","3112","3242","3227","3089","3205","3523","3876","3848","3751","3725","4023","4257","4488","4409","4616","4179","4225","4113","4930","4137","5050","5034","6516","5954","5117","6360","5356","4243","4830","4880","4705","5106","4758","4823","5384","5155","6321","5579","5867","5566","6031","","","","","","","","","","","",
"인천광역시","전라남도","순이동자수[명]","명","-232","-386","-248","-26","-107","-296","-208","-420","-261","-14","380","291","269","-94","57","68","430","-195","-998","-918","-870","-1432","-1692","-2536","-1926","-1825","-1387","663","-893","59","-1421","-3017","-3483","-4730","-5980","-6312","-5529","-4774","-5828","-4191","-4579","-5719","-5544","-3290","-3635","","","","","","","","","","","",
"인천광역시","경상북도","이동자수[명]","명","3428","3332","3205","3175","3563","3394","3274","3173","3352","3589","3982","3950","3944","4200","4217","3833","3902","3764","3819","3579","3375","3381","3572","3196","3420","3545","3804","3666","3422","3357","3542","3392","3421","3384","3071","3201","3010","3381","3583","3514","3396","3365","3308","3481","4088","","","","","","","","","","","",
"인천광역시","경상북도","순이동자수[명]","명","-356","-262","-238","-236","-6","-428","-391","-489","-136","32","209","12","171","157","46","-487","130","-320","-910","-648","-1036","-841","-861","-1556","-1102","-825","-506","-272","-937","-555","-552","-1097","-1234","-1822","-2826","-3095","-2637","-2114","-2594","-1851","-2167","-2804","-2837","-1439","-1898","","","","","","","","","","","",
"인천광역시","경상남도","이동자수[명]","명","2774","2475","2521","2602","2817","2719","2700","2712","2919","2941","3670","3470","3330","3242","3501","3515","3677","3621","3649","3216","3126","2883","3199","3005","3474","2888","3161","2993","2932","4789","4129","3911","3743","4296","4164","3808","3587","4079","4235","4344","4034","4515","4579","4297","3995","","","","","","","","","","","",
"인천광역시","경상남도","순이동자수[명]","명","-641","-792","-673","-387","-501","-689","-771","-567","-471","-326","206","204","-23","-386","204","65","344","84","-516","-445","-286","-393","-644","-724","147","-638","-386","-186","-390","726","-346","-643","-1696","-625","-1119","-2385","-1864","-692","-1565","-784","-1264","-1751","-700","259","-18","","","","","","","","","","","",
"인천광역시","제주특별자치도","이동자수[명]","명","1763","1804","1976","2176","2342","2295","2253","2326","2713","2375","2276","1941","1720","1436","1232","1252","1125","1094","1149","1125","1016","1156","1176","1202","952","1019","1122","1177","1054","1031","963","745","814","821","924","816","645","630","587","587","498","572","539","469","516","","","","","","","","","","","",
"인천광역시","제주특별자치도","순이동자수[명]","명","-424","-304","-406","300","517","531","307","588","1161","961","989","719","553","332","179","175","51","-143","-85","-57","-197","-40","-79","-34","-78","-32","-1","149","27","144","45","-134","-62","9","161","-13","-128","-29","-256","-73","-205","-223","-216","-114","-60","","","","","","","","","","","",
"광주광역시","전국","이동자수[명]","명","176551","180401","171933","190566","218771","232246","221005","225108","216256","221074","233875","246043","229288","230437","259282","265043","290771","268310","290248","304209","297762","287882","314192","289765","300588","301512","321192","293016","321553","298589","311209","302179","291976","324793","320043","302333","279132","313422","249630","238786","","","","","","","","","","","","","","","","",
"광주광역시","전국","순이동자수[명]","명","13678","7962","9017","7642","5883","6083","3875","6216","8118","7898","9272","2977","2592","1825","-1279","-3531","-3108","-447","4143","2730","7333","3148","9687","-4355","121","14","-2853","-2513","-7425","-90","4021","-10164","-8381","-21537","-36037","-28477","-29175","-22890","-7381","-15848","","","","","","","","","","","","","","","","",
"광주광역시","서울특별시","이동자수[명]","명","9813","9556","9480","9773","10330","11232","10727","10859","10561","10432","10860","11518","10964","11811","11917","12642","14035","14708","16394","16315","15937","16061","17513","17593","17164","17894","17481","13979","15642","15711","15758","16277","17682","17489","18882","22098","23900","25298","18360","19251","0","0","0","0","","","","","","","","","","","","",
"광주광역시","서울특별시","순이동자수[명]","명","3396","3200","3360","3614","3185","4054","3713","3481","2629","2078","1644","1759","1835","1657","1330","1547","2310","3862","4770","4834","5490","5793","6988","6646","5898","6315","4052","628","2124","2310","2000","2909","4263","2665","3537","5682","7116","11164","6036","7773","0","0","0","0","","","","","","","","","","","","",
"광주광역시","부산광역시","이동자수[명]","명","1221","1152","1192","1033","1128","1182","1102","1117","1135","1264","1418","1667","1157","1447","1206","1283","1308","1225","1168","1178","1229","1349","1458","1459","1326","1319","1403","1189","1218","1453","1351","1353","1497","1768","1619","2243","2133","2265","2457","2389","0","0","0","0","","","","","","","","","","","","",
"광주광역시","부산광역시","순이동자수[명]","명","211","193","211","26","-11","40","110","106","62","164","223","-189","110","17","-123","-55","64","-75","-183","-25","29","-5","29","-33","-238","-321","-539","-605","-497","-391","-630","-960","-1026","-648","-1091","-572","-601","10","250","320","0","0","0","0","","","","","","","","","","","","",
"광주광역시","대구광역시","이동자수[명]","명","646","666","635","541","568","555","545","614","647","577","547","746","676","668","572","536","564","553","644","509","617","616","609","527","492","528","456","501","449","432","482","480","413","384","442","471","547","473","387","496","0","0","0","0","","","","","","","","","","","","",
"광주광역시","대구광역시","순이동자수[명]","명","60","67","138","12","-62","-69","-30","65","132","30","-82","-156","54","-43","-5","9","-60","-10","42","-159","-53","-7","-37","-37","-130","-3","-106","-22","-15","-97","-11","123","-35","-118","-69","-149","-157","-156","-142","-21","0","0","0","0","","","","","","","","","","","","",
"광주광역시","인천광역시","이동자수[명]","명","2037","1974","1890","1806","1971","1887","2035","1993","2000","2080","2167","2010","2109","2157","2155","2255","2304","2601","2896","2550","2809","2895","3021","2973","2744","2736","2388","2167","2490","2325","2150","2456","2377","2280","2382","2639","2200","2160","1603","1456","0","0","0","0","","","","","","","","","","","","",
"광주광역시","인천광역시","순이동자수[명]","명","594","593","575","466","549","344","686","542","482","318","273","3","170","273","176","-237","157","285","546","407","877","867","808","855","542","500","0","34","122","156","104","425","291","-78","-1","651","485","253","259","193","0","0","0","0","","","","","","","","","","","","",
"광주광역시","광주광역시","이동자수[명]","명","109146","117660","109430","127466","148167","158517","149352","149703","142174","145582","150777","164321","155265","152570","179871","183496","206147","182473","195536","207532","202882","191850","206460","194104","200853","198924","216973","202826","235814","211203","217234","225147","209136","244033","237637","209699","188390","213502","158411","154955","0","0","0","0","","","","","","","","","","","","",
"광주광역시","광주광역시","순이동자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","",
"광주광역시","대전광역시","이동자수[명]","명","1701","1565","1470","1458","1350","1519","1389","1475","1383","1537","1481","1665","1610","1575","1705","1633","1494","1575","1698","1670","1817","1946","1995","1856","1650","1640","1621","1374","1435","1404","1539","1455","1582","1308","1395","1286","1277","0","0","0","0","0","0","0","","","","","","","","","","","","",
"광주광역시","대전광역시","순이동자수[명]","명","556","436","412","406","226","369","298","340","357","448","160","417","363","445","444","121","75","105","217","165","340","474","623","443","200","179","161","7","35","76","232","307","582","423","432","351","441","0","0","0","0","0","0","0","","","","","","","","","","","","",
"광주광역시","울산광역시","이동자수[명]","명","381","394","322","338","257","355","355","342","322","398","538","518","448","642","428","437","424","495","471","503","426","406","524","497","400","471","378","324","365","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","울산광역시","순이동자수[명]","명","53","148","61","63","-95","-17","47","-67","-70","-18","56","112","69","265","98","32","-8","107","119","88","38","57","153","63","26","8","-190","-203","-68","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","세종특별자치시","이동자수[명]","명","612","597","617","609","794","837","754","897","777","706","926","593","239","278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","세종특별자치시","순이동자수[명]","명","168","162","140","182","334","330","368","583","451","469","690","398","128","192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"광주광역시","경기도","이동자수[명]","명","9116","8781","8650","8687","10116","10631","10264","10740","9812","10004","10788","11972","10895","11920","11716","13061","12813","13296","15017","15954","15505","15857","16192","14999","12713","12520","11506","9400","9989","9793","9399","8474","9383","8807","8708","9121","8643","8278","6717","5899","0","0","0","0","","","","","","","","","","","","",
"광주광역시","경기도","순이동자수[명]","명","2310","2092","2078","2090","2852","3313","2968","3323","2073","1772","1465","1221","1044","634","322","1383","1462","2317","3317","4175","5130","5798","6359","5934","3882","3571","1200","92","-1133","692","855","571","1797","1253","1542","884","2343","2363","2059","1797","0","0","0","0","","","","","","","","","","","","",
"광주광역시","강원특별자치도","이동자수[명]","명","744","650","705","772","845","826","783","730","859","827","1029","954","899","872","891","1077","885","937","945","939","945","955","999","864","929","964","952","895","849","897","873","915","961","957","976","1025","1053","978","935","1126","0","0","0","0","","","","","","","","","","","","",
"광주광역시","강원특별자치도","순이동자수[명]","명","76","-30","15","166","117","141","157","19","129","76","84","126","94","29","30","195","-44","99","64","3","24","37","166","27","32","-10","-109","31","7","77","158","75","1","-2","-159","-106","-109","-185","-179","112","0","0","0","0","","","","","","","","","","","","",
"광주광역시","충청북도","이동자수[명]","명","1178","1080","1036","959","1067","997","1023","1028","910","848","970","945","782","849","931","831","802","869","869","865","758","859","867","812","766","742","711","743","679","667","682","662","633","706","702","707","578","572","404","403","0","0","0","0","","","","","","","","","","","","",
"광주광역시","충청북도","순이동자수[명]","명","476","339","284","237","203","228","225","299","230","201","259","41","66","66","95","-75","-61","177","88","51","66","144","121","4","22","66","-62","64","75","50","86","101","-11","152","19","-109","-176","-292","-89","-45","0","0","0","0","","","","","","","","","","","","",
"광주광역시","충청남도","이동자수[명]","명","2026","1974","1947","1896","1910","1954","1780","2016","1986","1966","2053","2215","1843","1858","2083","1900","1895","1983","1911","2026","1899","2388","1690","1378","1183","1252","1135","1213","1275","1297","976","888","837","780","791","763","753","1890","1896","1557","0","0","0","0","","","","","","","","","","","","",
"광주광역시","충청남도","순이동자수[명]","명","651","554","607","598","404","522","363","581","539","539","585","418","393","369","466","346","251","377","381","446","271","1034","466","172","68","118","-14","42","-122","351","108","113","-27","-225","-185","-327","-263","43","225","132","0","0","0","0","","","","","","","","","","","","",
"광주광역시","전북특별자치도","이동자수[명]","명","5765","5181","4831","4805","5239","5537","4940","5072","5288","5618","5632","5798","5549","5972","5785","5742","5549","6011","6654","6363","6036","6564","8637","5995","7892","6382","6694","5968","5657","5518","5428","4618","4795","4589","4599","5164","4797","4675","4448","4418","0","0","0","0","","","","","","","","","","","","",
"광주광역시","전북특별자치도","순이동자수[명]","명","569","37","96","-301","-450","-260","-997","-1114","-388","-115","-28","-423","-177","76","-520","-613","-1095","-1002","-296","-597","-807","-2582","1506","-3278","201","-761","-519","-549","-619","-395","-98","-888","-1066","-1244","-1926","-2486","-2343","-1866","-954","-1029","0","0","0","0","","","","","","","","","","","","",
"광주광역시","전라남도","이동자수[명]","명","29154","26252","26902","27614","31992","33145","33024","35234","35140","35818","40882","37356","33736","34736","36775","37069","39406","38371","42694","44579","43828","42976","50930","43660","49540","53374","56532","49963","43187","44787","52238","36454","39538","38516","38521","43667","41588","49866","51130","43833","0","0","0","0","","","","","","","","","","","","",
"광주광역시","전라남도","순이동자수[명]","명","4440","98","1128","182","-1295","-2791","-4118","-1967","1256","1311","3304","-1586","-1762","-2146","-3894","-6084","-6269","-7046","-5001","-6679","-4080","-8519","-7682","-15056","-10365","-9260","-6517","-1596","-6948","-2909","1333","-12465","-12572","-23183","-37678","-31512","-34985","-33279","-14511","-24692","0","0","0","0","","","","","","","","","","","","",
"광주광역시","경상북도","이동자수[명]","명","885","857","824","809","839","770","766","826","829","835","1008","981","819","856","881","850","828","844","859","866","813","831","801","737","776","670","797","653","636","722","673","678","733","799","617","775","796","799","719","702","0","0","0","0","","","","","","","","","","","","",
"광주광역시","경상북도","순이동자수[명]","명","85","125","106","71","59","-42","-14","-15","45","104","88","134","47","63","113","20","46","63","30","30","-74","-46","-69","-230","38","-274","-51","-221","-139","-7","26","-136","-134","-31","-441","-421","-376","-788","-242","-353","0","0","0","0","","","","","","","","","","","","",
"광주광역시","경상남도","이동자수[명]","명","1245","1200","1149","1072","1216","1233","1142","1284","1242","1453","1643","1767","1475","1457","1605","1520","1543","1599","1603","1599","1477","1458","1626","1287","1254","1325","1263","992","1116","1680","1666","1696","1708","1659","2059","1884","1882","2089","1627","1785","0","0","0","0","","","","","","","","","","","","",
"광주광역시","경상남도","순이동자수[명]","명","14","-11","-77","-167","-210","-132","-15","-212","-102","133","188","353","103","-76","153","-30","78","311","94","150","155","75","190","-27","-109","-25","-175","-287","-259","87","-191","-190","-403","-491","-34","-502","-459","-139","-74","145","0","0","0","0","","","","","","","","","","","","",
"광주광역시","제주특별자치도","이동자수[명]","명","881","862","853","928","982","1069","1024","1178","1191","1129","1156","1017","822","769","761","711","774","770","889","761","784","871","870","1024","906","771","902","829","752","700","760","626","701","718","713","791","595","577","536","516","0","0","0","0","","","","","","","","","","","","",
"광주광역시","제주특별자치도","순이동자수[명]","명","19","-41","-117","-3","77","53","114","252","293","388","363","349","55","4","36","-90","-14","-17","-45","-159","-73","28","66","162","54","-89","16","72","12","-90","49","-149","-41","-10","17","139","-91","-18","-19","-53","0","0","0","0","","","","","","","","","","","","",
"대전광역시","전국","이동자수[명]","명","204548","197673","188558","201701","220496","243418","228766","227632","227624","229883","241390","248397","230547","239136","260900","263477","258182","269142","284128","292499","284625","277412","298910","294389","298145","303984","313174","255485","285604","272745","297054","285155","297841","271532","273837","263293","230055","","","","","","","","","","","","","","","","","","","",
"대전광역시","전국","순이동자수[명]","명","-2824","1693","2474","2996","8931","11097","16342","14753","16175","10631","20616","8838","-311","-499","-3344","1045","5758","5610","1048","-2315","-3210","-2616","-5826","-8555","-6840","-8576","-9609","-12093","-9594","-14918","-17750","-30484","-38030","-24130","-36615","-33463","-26179","","","","","","","","","","","","","","","","","","","",
"대전광역시","서울특별시","이동자수[명]","명","12755","12970","12898","13169","13854","15116","14725","14221","14118","13726","13559","14172","14156","14570","14890","15793","17439","17325","17868","17812","16639","16090","17436","18307","17689","18698","17672","14539","15538","15097","14575","13828","14260","14576","15369","16179","16817","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","서울특별시","순이동자수[명]","명","1526","2634","2664","2715","2710","4083","3966","2630","2303","1107","106","769","716","490","990","1974","3807","3810","3591","2941","2273","2085","1879","3580","2526","2544","209","-4931","-1147","-3213","-4414","-4962","-6031","-3113","-4127","-2849","536","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","부산광역시","이동자수[명]","명","1817","1735","1659","1693","1796","1855","1743","1608","1762","1807","2054","2190","1986","2013","2074","1976","2064","2005","2023","1969","2042","1925","2161","2192","2158","2227","2453","2096","2146","2118","2119","1774","1877","2030","1909","1945","1823","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","부산광역시","순이동자수[명]","명","-501","-301","-322","-365","-328","-289","-429","-572","-397","-404","-155","40","-139","-423","-437","-290","-241","-508","-1098","-621","-349","-588","-615","-677","-707","-785","-654","-1260","-791","-956","-949","-1542","-1659","-1568","-1353","-1363","-869","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","대구광역시","이동자수[명]","명","1776","1655","1607","1498","1502","1608","1473","1525","1524","1710","1667","1818","1762","1734","1848","1757","1859","1783","1902","1826","1940","1914","1910","1956","1796","1944","2219","2007","1996","1930","2188","1616","1441","1437","1295","1229","1301","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","대구광역시","순이동자수[명]","명","-497","-552","-400","-628","-737","-646","-694","-542","-454","-239","-418","-436","-457","-410","-215","-199","-198","-323","-319","-657","-588","-483","-561","-716","-765","-434","-309","-307","-422","-821","-314","-637","-889","-607","-824","-940","-713","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","인천광역시","이동자수[명]","명","2628","2574","2377","2469","2511","2594","2567","2577","2458","2463","2516","2621","2662","2812","2782","2762","2730","2983","3094","2916","2946","2766","3372","3383","3362","3273","3200","2931","3038","2837","2577","2472","2325","2240","2114","2456","1850","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","인천광역시","순이동자수[명]","명","173","121","242","207","104","118","208","314","-94","-153","-240","-115","-11","-61","-38","173","-82","78","352","-42","-142","-26","176","167","141","-242","-325","-379","-258","-462","-793","-787","-1120","-673","-505","122","-233","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","광주광역시","이동자수[명]","명","1145","1129","1058","1052","1124","1150","1091","1135","1026","1089","1321","1248","1247","1130","1261","1512","1419","1470","1481","1505","1477","1472","1372","1413","1450","1461","1460","1367","1400","1328","1307","1148","1000","885","963","935","836","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","광주광역시","순이동자수[명]","명","-556","-436","-412","-406","-226","-369","-298","-340","-357","-448","-160","-417","-363","-445","-444","-121","-75","-105","-217","-165","-340","-474","-623","-443","-200","-179","-161","-7","-35","-76","-232","-307","-582","-423","-432","-351","-441","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","대전광역시","이동자수[명]","명","127360","120035","112710","123284","131535","150580","133995","133318","131656","138876","139609","156961","148793","152381","175460","175962","166836","174748","187040","196741","189569","180188","199701","201578","206129","211847","218594","169009","195779","187937","216372","218557","232456","203082","205625","194537","162657","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","대전광역시","순이동자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","울산광역시","이동자수[명]","명","758","684","602","531","601","700","641","595","621","662","939","909","822","952","728","745","680","911","830","724","715","736","795","664","750","765","726","716","880","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","울산광역시","순이동자수[명]","명","-145","-178","-244","-288","-242","-165","-156","-249","-286","-322","49","70","43","89","-127","-184","-137","182","18","-156","-131","-137","-195","-270","-51","-187","-302","-252","-57","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","세종특별자치시","이동자수[명]","명","7508","9113","8415","10642","14044","15425","20314","22180","23707","17575","25788","14093","4012","8907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","세종특별자치시","순이동자수[명]","명","307","1982","1373","3618","6668","7171","13282","15815","17836","12969","22104","11349","1662","6540","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","경기도","이동자수[명]","명","14290","14450","14031","13694","16071","16584","16320","15399","14807","15141","15354","15189","15775","15967","16492","18022","18446","18323","19408","19748","19258","18435","19641","19518","18375","18360","17471","14293","14867","14065","12720","10204","10015","10080","9205","8826","9028","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","경기도","순이동자수[명]","명","303","1355","971","434","3015","3854","3248","1987","872","555","88","2","-57","-940","-55","1654","2679","1886","2040","2557","3057","3058","2580","3095","2131","1846","929","-2634","-793","-3161","-2161","-3203","-3548","-1663","-2386","-1940","-130","0","0","0","0","0","0","0","","","","","","","","","","","","",
