"전출지별","전입지별","항목","단위","2025 년","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년","2007 년","2006 년","2005 년","2004 년","2003 년","2002 년","2001 년","2000 년","1999 년","1998 년","1997 년","1996 년","1995 년","1994 년","1993 년","1992 년","1991 년","1990 년","1989 년","1988 년","1987 년","1986 년","1985 년","1984 년","1983 년","1982 년","1981 년","1980 년","1979 년","1978 년","1977 년","1976 년","1975 년","1974 년","1973 년","1972 년","1971 년","1970 년",
"세종특별자치시","전라남도","이동자수[명]","명","493","479","521","510","532","516","489","444","369","316","251","186","129","163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"세종특별자치시","전라남도","순이동자수[명]","명","-192","-153","-72","-182","-213","-305","-336","-427","-348","-325","-448","-216","-133","-104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"세종특별자치시","경상북도","이동자수[명]","명","805","781","739","745","676","673","679","556","452","440","403","269","218","199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"세종특별자치시","경상북도","순이동자수[명]","명","-139","-113","-150","-330","-411","-546","-461","-561","-556","-389","-574","-333","-135","-148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"세종특별자치시","경상남도","이동자수[명]","명","753","752","572","559","604","649","624","464","488","411","344","241","212","196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"세종특별자치시","경상남도","순이동자수[명]","명","-76","-139","-348","-394","-389","-328","-354","-685","-546","-471","-618","-360","-72","-146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"세종특별자치시","제주특별자치도","이동자수[명]","명","278","328","320","290","317","301","279","274","263","164","139","63","41","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"세종특별자치시","제주특별자치도","순이동자수[명]","명","-102","-7","-59","-79","-43","-7","-43","-59","8","-46","-49","-71","-33","-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경기도","전국","이동자수[명]","명","1595903","1662069","1636571","1602108","1885698","1984199","1806296","1871621","1772162","1824976","1898312","1834379","1821303","1862209","1986623","2026383","2081528","2094988","2193857","2321008","2028470","1890345","2082492","2133640","2007156","1858301","1905336","1584923","1736957","1652688","1579952","1485920","1417105","1349401","1295128","1359422","1295977","1371971","1197193","1041498","977801","940978","995853","793942","703279","948316","786271","817561","753564","645942","825258","484597","454426","382945","412098","353535",
"경기도","전국","순이동자수[명]","명","-32970","-64218","-44612","-43882","-150517","-168373","-134666","-170094","-116162","-133617","-94768","-57396","-74131","-82753","-75799","-142437","-94153","-100597","-113100","-138633","-168851","-188875","-222043","-315782","-248947","-184026","-174134","-122488","-213748","-252669","-372514","-322077","-294498","-214871","-177062","-250511","-151184","-78842","-191452","-256297","-234194","-205223","-257309","-177836","-102913","-137448","-197916","-168318","-126455","-124094","-181560","-94597","-87798","-35100","-121277","-98525",
"경기도","서울특별시","이동자수[명]","명","235668","227158","227540","219497","237206","266375","242339","233320","234448","234357","239557","249701","246464","254175","272407","285963","317952","323515","336648","357818","311892","289817","325065","321390","319738","312616","340653","276685","298306","290660","262893","258897","256049","253605","256270","282914","345173","410274","307770","233258","226354","227920","230913","196664","187880","231651","168188","164771","154021","144524","207641","107518","107177","90470","95423","95388",
"경기도","서울특별시","순이동자수[명]","명","-41199","-62921","-51835","-60234","-124910","-109492","-91954","-135216","-107985","-136403","-119780","-83084","-94337","-99960","-101364","-124772","-80330","-88893","-94989","-91814","-102729","-110389","-132591","-195375","-179837","-122957","-131188","-130365","-197148","-229906","-336518","-283307","-246535","-174739","-128444","-190975","-67760","-4900","-97450","-179277","-163911","-124318","-169962","-123510","-64193","-65888","-110223","-72913","-53701","-57752","-46064","-41527","-36057","-2863","-54890","-34761",
"경기도","부산광역시","이동자수[명]","명","11809","11421","11066","11024","12003","11883","11272","11904","12853","13485","14973","15819","14261","14545","17591","15121","14672","14692","14842","15116","13514","12917","13703","13282","12721","12073","13143","12647","12374","12943","11534","10289","10511","11067","11281","11867","11682","13564","13543","12049","10530","10890","11237","9729","9578","12926","11097","12344","9599","11179","12408","9463","6146","4734","5309","4983",
"경기도","부산광역시","순이동자수[명]","명","-3241","-3574","-3902","-4432","-5336","-5557","-5150","-4801","-2984","-2916","-1468","-804","-1670","-2909","-2536","-4840","-4138","-4370","-6817","-6698","-7523","-7422","-7553","-8447","-8050","-8685","-7189","-3983","-4924","-3954","-5480","-6107","-6762","-4888","-5367","-5379","-4636","-2375","-2822","-2996","-3718","-2846","-3866","-2214","-1040","-1100","-1164","76","-1471","474","-2906","2874","-1218","-54","-1234","-1367",
"경기도","대구광역시","이동자수[명]","명","9192","9095","9136","8817","8725","8641","8250","8920","8872","9627","10043","10961","11009","11026","11163","10763","10225","10024","10193","9777","9376","8881","9425","8410","8454","8595","8909","8286","8352","8812","8372","7338","7506","6944","6890","7053","7084","7227","7227","6666","6021","5894","6082","4976","4814","","","","","","","","","","","",
"경기도","대구광역시","순이동자수[명]","명","-2849","-2824","-2613","-3389","-5289","-6383","-5306","-4307","-3482","-2291","-2279","-1852","-2650","-2555","-2157","-3833","-4309","-3700","-4547","-5733","-6097","-5809","-5320","-5852","-5494","-4476","-3069","-2173","-2303","-1449","-1660","-1214","-1446","-2020","-2219","-2969","-2284","-1778","-1942","-1675","-1601","-1848","-2122","-1297","-71","","","","","","","","","","","",
"경기도","인천광역시","이동자수[명]","명","73089","69441","74701","73259","70208","64709","62673","63361","61797","65864","71513","71554","74479","76730","78724","67913","69462","76780","85221","78075","71697","61799","61265","66332","63017","67516","64569","63176","66514","57879","56281","60817","62487","66023","66622","71539","62370","62416","54441","47536","47262","47049","44663","35754","38045","","","","","","","","","","","",
"경기도","인천광역시","순이동자수[명]","명","15509","10303","16729","17098","2228","-16788","-8195","-9571","-6041","-900","5160","5651","11148","11603","13392","-3118","-1012","1223","10036","897","-529","-9964","-23624","-24524","-11439","18","-6223","8620","5601","-2461","-5650","4494","3186","16904","19831","24020","15430","11236","4312","1102","3978","5803","1522","-4321","6557","","","","","","","","","","","",
"경기도","광주광역시","이동자수[명]","명","6806","6689","6572","6597","7264","7318","7296","7417","7739","8232","9323","10751","9851","11286","11394","11678","11351","10979","11700","11779","10375","10059","9833","9065","8831","8949","10306","9308","11122","9101","8544","7903","7586","7554","7166","8237","6300","5915","4658","4102","0","0","0","0","","","","","","","","","","","","",
"경기도","광주광역시","순이동자수[명]","명","-2310","-2092","-2078","-2090","-2852","-3313","-2968","-3323","-2073","-1772","-1465","-1221","-1044","-634","-322","-1383","-1462","-2317","-3317","-4175","-5130","-5798","-6359","-5934","-3882","-3571","-1200","-92","1133","-692","-855","-571","-1797","-1253","-1542","-884","-2343","-2363","-2059","-1797","0","0","0","0","","","","","","","","","","","","",
"경기도","대전광역시","이동자수[명]","명","13987","13095","13060","13260","13056","12730","13072","13412","13935","14586","15266","15187","15832","16907","16547","16368","15767","16437","17368","17191","16201","15377","17061","16423","16244","16514","16542","16927","15660","17226","14881","13407","13563","11743","11591","10766","9158","0","0","0","0","0","0","0","","","","","","","","","","","","",
"경기도","대전광역시","순이동자수[명]","명","-303","-1355","-971","-434","-3015","-3854","-3248","-1987","-872","-555","-88","-2","57","940","55","-1654","-2679","-1886","-2040","-2557","-3057","-3058","-2580","-3095","-2131","-1846","-929","2634","793","3161","2161","3203","3548","1663","2386","1940","130","0","0","0","0","0","0","0","","","","","","","","","","","","",
"경기도","울산광역시","이동자수[명]","명","4628","4210","4049","3874","4026","4016","3967","3960","3810","4712","6089","6068","5923","5700","5144","4733","4492","4882","4820","4481","4236","3814","4373","3805","4001","3637","3979","3583","3892","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경기도","울산광역시","순이동자수[명]","명","-1284","-1428","-1850","-2309","-3001","-2891","-2951","-2700","-2625","-1243","242","747","60","33","-454","-806","-743","-108","-681","-1731","-2014","-2192","-2158","-1693","-1122","-1557","-1371","-1201","-1084","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경기도","세종특별자치시","이동자수[명]","명","5306","5439","5509","6080","6272","6130","6923","7139","7006","7129","9672","7541","3974","5390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경기도","세종특별자치시","순이동자수[명]","명","130","226","253","1313","996","402","1853","2817","3251","3693","7087","5701","2372","3902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경기도","경기도","이동자수[명]","명","1087061","1168678","1139073","1104145","1365816","1448061","1301708","1366502","1259187","1301101","1346264","1275072","1274495","1294565","1387806","1435269","1455865","1454951","1525904","1649025","1427160","1323437","1471552","1554371","1421954","1284156","1287046","1043254","1176449","1111487","1082814","1009580","932048","866274","809179","842522","742243","742871","681779","622598","573998","541457","593086","447364","363760","566970","496327","529175","492040","395632","493101","309489","284129","235877","263045","212365",
"경기도","경기도","순이동자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"경기도","강원특별자치도","이동자수[명]","명","26293","26444","25963","29286","30583","29381","28229","27502","28698","29355","30961","29917","29598","31437","32456","31988","32788","32312","30500","29656","27191","28073","28657","27175","27034","26514","28366","27673","25690","24271","22531","19223","20070","20465","20225","20220","17874","18844","19466","18780","18965","17957","17450","16092","16919","21625","16444","16566","15136","15641","17354","9311","10628","9654","10196","7649",
"경기도","강원특별자치도","순이동자수[명]","명","155","-93","465","4870","2299","877","394","-1900","1042","986","2723","1710","2391","1836","3537","557","2418","1465","-1880","-4090","-5743","-5198","-6469","-7986","-4724","-4499","-1726","2382","-859","-3178","-3710","-7343","-8916","-8810","-11809","-14625","-17312","-14065","-14080","-9613","-7862","-10741","-11367","-6537","-5180","-7993","-15179","-13702","-11409","-9109","-16964","-9137","-6555","-5316","-8397","-8771",
"경기도","충청북도","이동자수[명]","명","23456","21369","20903","22608","23086","22158","21705","23057","22486","22618","23692","23613","22826","23711","25238","24463","24020","25117","25174","25016","21541","20617","20484","19554","19187","19900","21991","20011","20695","20627","19147","17166","20896","19985","18980","17803","14527","15503","15231","13750","13467","12071","11931","11216","11061","14777","11331","9189","8624","8721","10913","5174","5484","5775","5159","4424",
"경기도","충청북도","순이동자수[명]","명","3924","1528","2012","3896","439","25","570","2108","2653","2815","3617","3916","2743","3223","3919","2075","1432","3308","1943","566","-3541","-3574","-3705","-5663","-3641","-2165","-153","1618","1266","1511","861","-1248","859","-357","-2704","-4579","-9102","-8059","-9756","-7449","-6606","-9799","-10111","-5072","-4254","-7223","-9420","-14011","-10069","-9280","-16897","-7035","-5912","-4161","-8778","-8161",
"경기도","충청남도","이동자수[명]","명","36471","38018","37217","38102","37868","35944","33393","37148","39295","37784","37791","37181","36185","37616","43735","41910","42593","44467","46539","42966","40701","46934","37959","31388","32431","31988","34233","32622","34942","31377","29241","24878","27626","25594","25355","24673","22728","32600","31988","28248","26981","24840","25906","22275","22387","30245","24144","26797","23089","21553","28118","11819","12829","11730","10372","10743",
"경기도","충청남도","순이동자수[명]","명","3441","5416","5384","6677","159","-3647","-3192","2529","7938","5730","4514","5256","4651","4372","8253","4496","4050","4687","5332","2396","-1259","7133","-2053","-8478","-3969","-3006","-519","3650","3284","1464","-422","-4780","-4978","-7003","-10212","-13073","-16015","-16273","-17225","-13646","-12353","-17434","-16484","-10511","-10027","-13247","-18947","-15122","-12588","-12256","-25700","-13077","-9939","-5632","-12830","-9226",
"경기도","전북특별자치도","이동자수[명]","명","13343","13001","13186","14107","14754","14549","14014","14759","16612","17045","18131","19776","18123","19854","21888","20759","21751","22348","23705","21777","19478","19468","29045","16578","25287","18854","20773","19197","17495","17085","16786","14336","15537","15423","15121","15244","13155","15330","13911","12481","11715","10695","11545","10800","11192","14163","10458","9727","9104","8506","9399","4109","4935","4261","4050","3221",
"경기도","전북특별자치도","순이동자수[명]","명","-860","-1438","-671","-315","-2146","-3256","-3626","-3680","-1463","-1038","578","1723","337","-553","1398","-1249","-1209","-2777","-3888","-7390","-10198","-17777","-4565","-19947","-2254","-7846","-4124","-756","-5211","-5744","-4672","-6646","-7370","-9107","-9983","-13414","-15181","-12770","-14927","-11804","-11248","-12789","-12219","-6847","-6721","-12817","-14751","-15988","-12929","-11372","-23441","-9302","-7561","-6942","-11959","-10953",
"경기도","전라남도","이동자수[명]","명","11707","11332","11676","12436","13481","13762","13781","14325","14431","15073","16804","17144","16302","16979","18124","18243","19445","19102","20212","18670","18108","16540","19685","15745","18712","18535","22419","20155","16327","16815","15373","13154","14197","14732","15221","16085","14248","15474","16082","14495","18227","16866","17329","15401","15238","20456","15318","15343","13299","14495","13904","5779","6457","5780","4917","4287",
"경기도","전라남도","순이동자수[명]","명","63","-753","-644","288","-1492","-2402","-2161","-1845","-718","-939","1055","1486","652","-441","479","-1458","-117","-1509","-4145","-7127","-7114","-9725","-11175","-12713","-9061","-8463","-6671","-235","-6812","-6543","-7708","-9625","-12661","-14398","-16805","-18226","-18937","-16512","-21014","-15010","-15424","-16775","-17950","-10236","-11250","-19574","-19637","-20237","-15052","-12423","-27401","-11686","-9271","-7601","-13491","-10836",
"경기도","경상북도","이동자수[명]","명","16226","15712","15805","16126","17422","15533","15618","15073","16077","18022","20166","18608","18618","19406","20553","19488","19314","18218","18664","18434","17386","14692","15102","13841","14442","13654","15604","15471","14218","14741","13978","12647","13003","12911","13195","13122","13357","14433","14277","13222","11277","11075","11180","10461","10743","20064","17743","17805","16871","14853","18490","11731","10379","9208","7241","6171",
"경기도","경상북도","순이동자수[명]","명","-1437","-1916","-1634","-2713","-4672","-7589","-4884","-5884","-3654","-1676","59","-520","-1197","-2115","-1012","-3831","-5045","-3557","-4968","-6818","-8674","-9368","-8901","-9754","-7238","-7691","-4491","-1637","-4406","-3056","-3474","-4810","-5610","-7156","-7973","-8730","-8594","-7791","-8849","-6669","-7104","-8828","-9268","-5057","-4379","-6432","-6816","-8858","-5623","-6986","-11311","-3541","-3750","-1491","-5998","-8039",
"경기도","경상남도","이동자수[명]","명","13228","13044","12730","13156","13682","13348","13119","13428","13661","15049","17483","16408","15806","16342","17884","16289","16855","16545","17478","16185","14841","13230","14705","12106","11208","10948","12241","11759","11153","16344","14741","13735","13372","14265","15213","14648","13705","15362","14754","12674","11365","12656","12599","11944","10279","13846","13782","14753","10846","9742","12599","9509","5582","4884","5956","3916",
"경기도","경상남도","순이동자수[명]","명","-2413","-2878","-3571","-4050","-5746","-5868","-4901","-4949","-3473","-1525","538","110","-426","-1380","34","-3034","-939","-1559","-2448","-3879","-4803","-5349","-4381","-5856","-5633","-6617","-5310","-1432","-2990","-1625","-4915","-3640","-5642","-3782","-2429","-3751","-4441","-2801","-4989","-5292","-5882","-3763","-3854","-691","-1659","-2109","-865","82","-2387","-4397","-7163","1360","-3250","-1192","-3313","-5655",
"경기도","제주특별자치도","이동자수[명]","명","7633","7923","8385","9734","10246","9661","8937","10394","11255","10937","10584","9078","7557","6540","5969","5435","4976","4619","4889","5042","4773","4690","4578","4175","3895","3852","4562","4169","3768","3320","2836","2550","2654","2816","2819","2729","2373","2158","2066","1639","1639","1608","1932","1266","1383","1593","1439","1091","935","1096","1331","695","680","572","430","388",
"경기도","제주특별자치도","순이동자수[명]","명","-296","-419","314","1942","1821","1363","1053","2615","4324","4417","4739","3787","2782","1885","979","413","-70","-604","-691","-480","-440","-385","-609","-465","-472","-665","29","482","-88","-197","-472","-483","-374","75","208","134","-139","-391","-651","-654","-442","-651","-230","-346","-33","-225","-204","-584","-581","-255","-480","-7","39","152","-387","-339",
"강원특별자치도","전국","이동자수[명]","명","184212","186866","174763","187370","210422","217897","215965","220252","209618","221592","222352","226284","214931","225184","231424","241183","247373","250883","251328","264068","257162","261244","282359","284061","264880","266537","281012","253798","255164","248744","272699","252824","259485","265711","290170","297046","310793","307197","312214","299747","300318","326123","350811","306669","302412","317838","284177","315354","291783","281828","386575","233685","277465","192371","218958","197181",
"강원특별자치도","전국","순이동자수[명]","명","1387","2527","1397","-7494","-6681","-5457","-1661","3854","-2035","-1892","-4773","-2085","-2986","-712","-4653","-555","-1818","-1310","6146","9560","11473","8342","13063","17181","8113","11134","3798","-8890","922","7870","9350","18471","24586","24845","38030","47637","57933","52482","45132","33499","28504","42202","44683","29808","22376","24510","50280","50777","45713","41882","60210","49300","35802","30734","34994","36222",
"강원특별자치도","서울특별시","이동자수[명]","명","16526","17097","17164","17364","19259","20048","19895","20417","19761","19877","20030","20174","19954","21324","21559","22798","24376","24484","25518","25788","24700","24930","27149","27914","27310","27874","28384","24182","25443","26588","25677","26647","31278","31842","36056","41575","47477","47034","46146","43650","48477","53877","56878","51641","48796","49751","47207","56527","52262","52651","74065","42649","40922","32497","38588","34563",
"강원특별자치도","서울특별시","순이동자수[명]","명","121","666","824","-1010","-1715","-653","790","859","-1255","-1713","-2629","-999","-647","-1008","-2065","62","1045","816","3341","3819","4217","2859","5453","6332","4369","5042","2643","-1658","265","1367","690","5263","8034","6627","10848","14984","21083","20343","17447","15161","18566","23407","25570","20628","16680","16893","19608","29827","26847","26724","46228","27170","24441","18936","25703","25211",
"강원특별자치도","부산광역시","이동자수[명]","명","1762","1697","1641","1650","1816","1814","1811","1935","2028","2167","2333","2183","2020","2198","2288","2333","2255","2283","2346","2151","2310","2403","2564","2590","2609","2733","2945","2510","2722","2995","2846","3098","3532","3957","5096","5590","6004","7368","7445","6910","6392","7638","8070","6943","7302","8732","9929","9612","7498","8290","8563","6724","4399","3611","4008","4385",
"강원특별자치도","부산광역시","순이동자수[명]","명","33","-13","-109","-254","-286","-288","-266","-8","-193","63","28","98","-138","68","-260","-236","-123","-169","-150","-213","-120","-452","-338","-49","-273","-79","-310","-937","-536","-228","-289","-57","-94","293","1364","1412","1848","3399","2947","2279","788","2490","2085","474","648","1713","4784","4049","2621","3805","3463","4433","2043","1549","1717","2295",
"강원특별자치도","대구광역시","이동자수[명]","명","1544","1579","1581","1520","1485","1495","1435","1643","1536","1818","1735","1549","1701","1838","1703","1653","1860","1819","1788","1881","1790","1852","2055","2015","1820","2082","2143","1931","1945","2255","2490","2523","3020","3280","3545","3583","4273","4073","4408","3803","3595","4157","4371","3954","4056","","","","","","","","","","","",
"강원특별자치도","대구광역시","순이동자수[명]","명","-74","2","22","-83","-381","-452","-277","-33","-121","70","-149","-335","-119","31","-140","-386","-82","-177","-149","-89","-151","-232","-44","88","-160","193","-132","-258","-226","231","460","570","916","1123","1418","1288","2016","1938","2048","875","634","1274","1272","743","723","","","","","","","","","","","",
"강원특별자치도","인천광역시","이동자수[명]","명","4638","4546","4681","4003","4520","4353","4596","4832","4663","5080","5058","5148","5071","5407","4999","5092","5215","5422","5745","5741","5348","5863","6400","6948","6072","5956","6176","5259","5926","5790","6101","6347","7171","7431","8523","9603","8672","8047","8657","7104","6788","7976","6735","5412","6348","","","","","","","","","","","",
"강원특별자치도","인천광역시","순이동자수[명]","명","432","156","319","-840","-901","-1191","-594","-293","-733","-518","-846","-401","-502","68","-696","-716","-651","-611","164","833","162","298","450","1114","174","444","-485","-1313","189","316","972","1903","2426","2636","4187","5319","4661","4278","4281","2637","2405","3972","2614","1184","1958","","","","","","","","","","","",
"강원특별자치도","광주광역시","이동자수[명]","명","668","680","690","606","728","685","626","711","730","751","945","828","805","843","861","882","929","838","881","936","921","918","833","837","897","974","1061","864","842","820","715","840","960","959","1135","1131","1162","1163","1114","1014","0","0","0","0","","","","","","","","","","","","",
"강원특별자치도","광주광역시","순이동자수[명]","명","-76","30","-15","-166","-117","-141","-157","-19","-129","-76","-84","-126","-94","-29","-30","-195","44","-99","-64","-3","-24","-37","-166","-27","-32","10","109","-31","-7","-77","-158","-75","-1","2","159","106","109","185","179","-112","0","0","0","0","","","","","","","","","","","","",
"강원특별자치도","대전광역시","이동자수[명]","명","2319","2191","2265","2240","2462","2344","2471","2529","2682","2783","2902","2867","2995","3257","3282","2976","2775","2914","3088","2975","3047","3054","3414","3621","3520","3329","3208","2809","2609","2763","2245","2318","2366","2281","2561","2493","2590","0","0","0","0","0","0","0","","","","","","","","","","","","",
"강원특별자치도","대전광역시","순이동자수[명]","명","412","313","297","286","211","127","174","435","380","570","479","467","258","846","405","373","-88","149","353","505","593","486","583","640","729","629","159","267","154","705","534","754","1001","786","1108","1225","1278","0","0","0","0","0","0","0","","","","","","","","","","","","",
"강원특별자치도","울산광역시","이동자수[명]","명","707","723","688","585","694","688","684","737","766","939","1103","1146","1095","1234","1050","1162","1100","1268","1292","1112","1160","1220","1459","1336","1395","1370","1289","1142","1536","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"강원특별자치도","울산광역시","순이동자수[명]","명","-61","57","-22","-209","-293","-304","-266","-190","-181","-101","-25","157","198","287","83","68","45","305","174","114","162","92","220","175","198","116","-237","-715","121","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"강원특별자치도","세종특별자치시","이동자수[명]","명","660","685","656","705","837","770","688","870","797","710","765","490","272","311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"강원특별자치도","세종특별자치시","순이동자수[명]","명","84","195","125","156","204","154","107","421","315","300","449","271","34","118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"강원특별자치도","경기도","이동자수[명]","명","26138","26537","25498","24416","28284","28504","27835","29402","27656","28369","28238","28207","27207","29601","28919","31431","30370","30847","32380","33746","32934","33271","35126","35161","31758","31013","30092","25291","26549","27449","26241","26566","28986","29275","32034","34845","35186","32909","33546","28393","26827","28698","28817","22629","22099","29618","31623","30268","26545","24750","34318","18448","17183","14970","18593","16420",
"강원특별자치도","경기도","순이동자수[명]","명","-155","93","-465","-4870","-2299","-877","-394","1900","-1042","-986","-2723","-1710","-2391","-1836","-3537","-557","-2418","-1465","1880","4090","5743","5198","6469","7986","4724","4499","1726","-2382","859","3178","3710","7343","8916","8810","11809","14625","17312","14065","14080","9613","7862","10741","11367","6537","5180","7993","15179","13702","11409","9109","16964","9137","6555","5316","8397","8771",
"강원특별자치도","강원특별자치도","이동자수[명]","명","113670","115522","104609","118990","133645","141063","139681","140086","130963","140921","140018","145250","136041","140649","147142","153165","158826","161854","158066","170234","165077","167246","181717","182229","169491","171050","183780","171176","168235","158515","184202","163492","159416","161850","173466","167644","173953","172443","175327","174443","174284","185322","205866","179155","175961","186495","151052","170661","162520","154239","212434","130356","180716","112559","128222","113485",
"강원특별자치도","강원특별자치도","순이동자수[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"강원특별자치도","충청북도","이동자수[명]","명","4223","3992","3934","4018","4417","4217","4457","4650","4764","4890","4706","4440","4267","4553","4974","5144","5093","4864","5167","4911","5020","5009","5984","6288","5185","5512","5593","4923","5406","5597","5539","5637","6283","6695","7444","8012","7739","7064","7402","7284","7602","7893","8353","7885","8360","8998","7892","8038","8070","9661","15129","8105","7370","6232","8567","7971",
"강원특별자치도","충청북도","순이동자수[명]","명","474","208","138","1","-210","-398","-32","561","183","470","-19","-296","20","241","626","581","-27","90","453","63","302","-41","461","1023","-1294","292","203","-439","675","1129","1198","1184","1810","1904","2828","3183","2824","1164","376","822","624","412","0","160","200","628","1318","27","664","1634","3384","2592","1715","1281","1896","2230",
"강원특별자치도","충청남도","이동자수[명]","명","3188","3246","3187","3113","3499","3299","2996","3373","3645","3316","3743","3550","3445","3548","4106","3854","3927","3839","4097","3800","4047","4640","3780","3855","3396","3450","3646","3026","3156","3128","2779","2390","2507","2456","3018","2811","2912","5123","5180","5378","5028","4917","4975","4904","4648","4788","4781","5653","4745","4577","7909","3339","3491","3571","3726","3363",
"강원특별자치도","충청남도","순이동자수[명]","명","461","735","712","278","415","106","129","438","777","294","571","465","473","339","690","347","449","406","683","580","731","1122","576","773","223","583","568","165","306","728","442","265","374","351","505","225","511","1080","618","1361","517","349","-13","222","-477","-405","896","700","492","166","275","122","-1062","-14","-214","-21",
"강원특별자치도","전북특별자치도","이동자수[명]","명","1162","1134","1113","1125","1280","1281","1190","1289","1378","1464","1577","1470","1537","1528","1454","1453","1482","1454","1464","1523","1451","1552","1744","1474","1759","1618","1930","1413","1452","1405","1387","1202","1284","1393","1608","1739","1566","1800","1842","1943","1945","2136","1979","2375","2699","2213","1983","2194","1943","1952","2942","1418","1735","1408","1485","1199",
"강원특별자치도","전북특별자치도","순이동자수[명]","명","20","18","-48","-69","-109","-38","-258","-37","-165","-57","-39","-130","60","90","29","-27","-86","-301","-238","12","-122","-428","-171","-498","66","-22","203","-292","-129","-283","14","-158","-23","91","218","148","-77","14","-495","-148","-685","-277","-519","7","-79","-912","-136","-1192","-667","-1269","-3074","-541","-410","-512","-1133","-843",
"강원특별자치도","전라남도","이동자수[명]","명","1081","1254","1145","1274","1268","1313","1512","1290","1405","1497","1589","1521","1416","1509","1632","1587","1584","1489","1631","1685","1581","1692","1843","1727","1908","1867","2179","1713","1587","1512","1546","1175","1155","1457","1548","1873","1884","1943","2602","2586","3137","3690","3861","3524","3346","3451","3171","4151","3576","4009","4199","1989","2592","1931","1910","1355",
"강원특별자치도","전라남도","순이동자수[명]","명","-61","107","26","-5","-246","-263","43","-93","-73","-22","-12","-12","-89","24","70","-186","-37","-278","-145","-49","-159","-338","-368","-305","-287","-263","-224","-297","-292","-236","-3","-123","-317","-177","-24","52","72","-100","-482","-320","-649","-494","-732","-730","-1213","-1355","222","-151","-198","126","-2770","-937","-864","-458","-1100","-862",
"강원특별자치도","경상북도","이동자수[명]","명","3216","3240","3174","2908","3245","2958","3224","3361","3587","3593","3999","3916","3878","4057","4029","4014","4119","4156","4246","4116","4348","4382","4777","4513","4516","4539","5004","4624","4756","4835","5589","5487","6047","6333","7186","7965","9096","9522","10460","10032","9063","10644","11775","10208","11166","15911","16602","17155","16618","15512","18758","13647","14990","12269","10880","10916",
"강원특별자치도","경상북도","순이동자수[명]","명","-32","175","9","-265","-396","-734","-269","-59","113","-222","-70","13","-65","144","204","207","113","52","-343","-237","-13","-186","-200","-257","-179","-17","-310","-303","-243","196","947","937","1224","1012","1478","1978","2987","2692","2092","1112","-1396","-336","327","-1466","-1686","-460","3972","1394","1994","1163","-3322","3545","3931","3769","368","591",
"강원특별자치도","경상남도","이동자수[명]","명","2052","2093","2011","2027","2175","2268","2078","2192","2312","2483","2772","2731","2541","2737","2866","3157","2951","2885","3097","2935","2869","2598","2930","2946","2710","2636","2971","2378","2515","4690","4924","4752","5061","6071","6466","7590","7784","8227","7631","6803","6815","8726","8638","7679","7268","7516","9625","10762","7682","5811","7754","6727","3661","3054","2791","3279",
"강원특별자치도","경상남도","순이동자수[명]","명","-45","-32","-286","-445","-550","-425","-393","-161","-163","-204","64","182","-159","-165","-76","170","69","75","148","79","149","-68","160","99","-94","-94","-201","-661","-175","817","790","683","342","1380","1959","2879","3104","3304","2023","404","57","2693","2686","2122","582","566","4634","4935","3227","1610","282","4170","984","748","-637","-940",
"강원특별자치도","제주특별자치도","이동자수[명]","명","658","650","726","826","808","797","786","935","945","934","839","814","686","590","560","482","511","467","522","534","559","614","584","607","534","534","611","557","485","402","418","350","419","431","484","592","495","481","454","404","365","449","493","360","363","365","312","333","324","376","504","283","406","269","188","245",
