"행정구역별","각세별","항목","단위","2025 년","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년","2007 년","2006 년","2005 년","2004 년","2003 년","2002 년","2001 년",
"전국","44세","총전입","","91426","94288","83400","79995","94814","105820","102842","113693","114155","118633","132024","125381","124483","118389","123391","126864","131365","124682","139798","142716","146345","137266","138517","125758","122691",
"전국","44세","총전출","","91426","94288","83400","79995","94814","105820","102842","113693","114155","118633","132024","125381","124483","118389","123391","126864","131365","124682","139798","142716","146345","137266","138517","125758","122691",
"전국","44세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","44세","시군구내","","35440","37723","32802","31721","38242","43931","42492","47588","47409","49870","56314","53870","53758","50039","53561","53657","54811","52294","58698","61624","61576","56837","58431","53081","51030",
"전국","44세","시군구간전입","","27780","28160","25139","23418","27826","30773","29843","32571","32460","33579","37223","35315","35570","34377","36031","38075","40238","38504","43332","43808","45699","43049","43742","39677","39445",
"전국","44세","시군구간전출","","27780","28160","25139","23418","27826","30773","29843","32571","32460","33579","37223","35315","35570","34377","36031","38075","40238","38504","43332","43808","45699","43049","43742","39677","39445",
"전국","44세","시도간전입","","28206","28405","25459","24856","28746","31116","30507","33534","34286","35184","38487","36196","35155","33973","33799","35132","36316","33884","37768","37284","39070","37380","36344","33000","32216",
"전국","44세","시도간전출","","28206","28405","25459","24856","28746","31116","30507","33534","34286","35184","38487","36196","35155","33973","33799","35132","36316","33884","37768","37284","39070","37380","36344","33000","32216",
"전국","45세","총전입","","88657","83095","78378","76953","92585","108190","107572","111319","112751","120920","124802","125374","114382","110656","120364","124254","119519","135399","135458","152184","136068","121036","128774","118262","111815",
"전국","45세","총전출","","88657","83095","78378","76953","92585","108190","107572","111319","112751","120920","124802","125374","114382","110656","120364","124254","119519","135399","135458","152184","136068","121036","128774","118262","111815",
"전국","45세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","45세","시군구내","","34355","33716","31146","30701","38004","45777","44714","47004","46965","51806","53808","54483","49565","47075","52417","52324","49717","56660","56849","64862","56998","49437","53629","49182","45856",
"전국","45세","시군구간전입","","26774","24619","23112","22428","26779","30947","31207","31731","32119","33790","35048","35273","32751","31993","34904","37429","36826","42125","41751","47138","42787","38376","40979","38244","36071",
"전국","45세","시군구간전출","","26774","24619","23112","22428","26779","30947","31207","31731","32119","33790","35048","35273","32751","31993","34904","37429","36826","42125","41751","47138","42787","38376","40979","38244","36071",
"전국","45세","시도간전입","","27528","24760","24120","23824","27802","31466","31651","32584","33667","35324","35946","35618","32066","31588","33043","34501","32976","36614","36858","40184","36283","33223","34166","30836","29888",
"전국","45세","시도간전출","","27528","24760","24120","23824","27802","31466","31651","32584","33667","35324","35946","35618","32066","31588","33043","34501","32976","36614","36858","40184","36283","33223","34166","30836","29888",
"전국","46세","총전입","","78645","78519","75905","76153","96659","113448","106527","111746","113810","114299","125198","115331","106104","108078","118422","112592","128647","129907","144484","141541","120469","111771","118610","111056","108838",
"전국","46세","총전출","","78645","78519","75905","76153","96659","113448","106527","111746","113810","114299","125198","115331","106104","108078","118422","112592","128647","129907","144484","141541","120469","111771","118610","111056","108838",
"전국","46세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","46세","시군구내","","30942","31970","30681","30617","40005","48003","44774","47346","48097","49152","54747","49953","46086","45841","51454","47229","53220","54099","60241","59958","49906","45219","49403","46377","44315",
"전국","46세","시군구간전입","","23550","23041","22488","22432","27735","32961","30647","31818","32256","32259","34903","32648","30323","31231","34717","34059","39525","40611","44903","43851","37838","35702","37781","35276","35573",
"전국","46세","시군구간전출","","23550","23041","22488","22432","27735","32961","30647","31818","32256","32259","34903","32648","30323","31231","34717","34059","39525","40611","44903","43851","37838","35702","37781","35276","35573",
"전국","46세","시도간전입","","24153","23508","22736","23104","28919","32484","31106","32582","33457","32888","35548","32730","29695","31006","32251","31304","35902","35197","39340","37732","32725","30850","31426","29403","28950",
"전국","46세","시도간전출","","24153","23508","22736","23104","28919","32484","31106","32582","33457","32888","35548","32730","29695","31006","32251","31304","35902","35197","39340","37732","32725","30850","31426","29403","28950",
"전국","47세","총전입","","74902","76054","74539","79755","101112","113606","106984","113246","109243","115647","115821","107754","104356","106364","107806","121481","122852","137796","133362","124493","111054","103699","108207","92892","85395",
"전국","47세","총전출","","74902","76054","74539","79755","101112","113606","106984","113246","109243","115647","115821","107754","104356","106364","107806","121481","122852","137796","133362","124493","111054","103699","108207","92892","85395",
"전국","47세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","47세","시군구내","","29363","31017","30101","32114","42407","48473","44930","47961","46033","49744","50078","46888","45045","44848","46353","50934","50314","57174","54519","52037","45272","41609","44282","38222","34377",
"전국","47세","시군구간전입","","22306","22274","21862","23261","28898","32739","30971","32340","31188","32500","32668","30068","29935","30764","31799","36972","38086","42898","41857","38667","35178","33159","34875","29886","27917",
"전국","47세","시군구간전출","","22306","22274","21862","23261","28898","32739","30971","32340","31188","32500","32668","30068","29935","30764","31799","36972","38086","42898","41857","38667","35178","33159","34875","29886","27917",
"전국","47세","시도간전입","","23233","22763","22576","24380","29807","32394","31083","32945","32022","33403","33075","30798","29376","30752","29654","33575","34452","37724","36986","33789","30604","28931","29050","24784","23101",
"전국","47세","시도간전출","","23233","22763","22576","24380","29807","32394","31083","32945","32022","33403","33075","30798","29376","30752","29654","33575","34452","37724","36986","33789","30604","28931","29050","24784","23101",
"전국","48세","총전입","","72507","74815","77147","84187","101959","113818","108916","108362","110227","107083","108835","106231","103240","97427","116794","118149","131319","128299","117833","116000","103581","95092","106578","86117","80366",
"전국","48세","총전출","","72507","74815","77147","84187","101959","113818","108916","108362","110227","107083","108835","106231","103240","97427","116794","118149","131319","128299","117833","116000","103581","95092","106578","86117","80366",
"전국","48세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","48세","시군구내","","28749","30534","31060","34179","42811","48330","45766","46382","47024","46326","47089","45655","44336","40441","49960","48689","53671","52197","47610","47686","41505","37577","42959","35298","32052",
"전국","48세","시군구간전입","","21445","21684","22684","24393","29279","32882","31479","30873","31445","30099","30887","30154","29741","28439","34482","36418","40416","39907","36891","36510","33099","30711","34547","27720","26389",
"전국","48세","시군구간전출","","21445","21684","22684","24393","29279","32882","31479","30873","31445","30099","30887","30154","29741","28439","34482","36418","40416","39907","36891","36510","33099","30711","34547","27720","26389",
"전국","48세","시도간전입","","22313","22597","23403","25615","29869","32606","31671","31107","31758","30658","30859","30422","29163","28547","32352","33042","37232","36195","33332","31804","28977","26804","29072","23099","21925",
"전국","48세","시도간전출","","22313","22597","23403","25615","29869","32606","31671","31107","31758","30658","30859","30422","29163","28547","32352","33042","37232","36195","33332","31804","28977","26804","29072","23099","21925",
"전국","49세","총전입","","72473","78390","82264","84042","102487","116991","104217","109514","102247","100869","106291","104339","93619","104931","113036","125832","122685","114173","109664","108440","95162","93295","84350","75525","74348",
"전국","49세","총전출","","72473","78390","82264","84042","102487","116991","104217","109514","102247","100869","106291","104339","93619","104931","113036","125832","122685","114173","109664","108440","95162","93295","84350","75525","74348",
"전국","49세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","49세","시군구내","","28788","32145","33046","34249","42444","49910","43418","46495","43066","43609","45891","44796","39469","43679","48105","51553","49283","45816","44173","44401","38252","36606","33743","30638","29481",
"전국","49세","시군구간전입","","21146","22880","24098","24219","29615","33854","30452","31567","29338","28524","30341","29643","27474","30893","33809","38796","37982","35981","34343","34193","30318","30310","27466","24374","24426",
"전국","49세","시군구간전출","","21146","22880","24098","24219","29615","33854","30452","31567","29338","28524","30341","29643","27474","30893","33809","38796","37982","35981","34343","34193","30318","30310","27466","24374","24426",
"전국","49세","시도간전입","","22539","23365","25120","25574","30428","33227","30347","31452","29843","28736","30059","29900","26676","30359","31122","35483","35420","32376","31148","29846","26592","26379","23141","20513","20441",
"전국","49세","시도간전출","","22539","23365","25120","25574","30428","33227","30347","31452","29843","28736","30059","29900","26676","30359","31122","35483","35420","32376","31148","29846","26592","26379","23141","20513","20441",
"전국","50세","총전입","","75927","83012","82351","85561","105253","110702","104721","101655","95357","99134","106507","95398","101020","101850","121800","117915","108738","105702","102105","99372","93932","73597","79601","67410","58054",
"전국","50세","총전출","","75927","83012","82351","85561","105253","110702","104721","101655","95357","99134","106507","95398","101020","101850","121800","117915","108738","105702","102105","99372","93932","73597","79601","67410","58054",
"전국","50세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","50세","시군구내","","30169","34301","32828","34687","43869","47291","44043","43141","40337","42239","45832","40358","42669","41583","51395","47648","43146","41940","40624","40131","36958","28577","31391","27008","22880",
"전국","50세","시군구간전입","","22056","23992","24101","25005","30409","32002","30364","29482","27343","28010","30145","27544","29380","30186","36110","36137","33817","33541","32454","31597","30256","23874","26298","21894","19167",
"전국","50세","시군구간전출","","22056","23992","24101","25005","30409","32002","30364","29482","27343","28010","30145","27544","29380","30186","36110","36137","33817","33541","32454","31597","30256","23874","26298","21894","19167",
"전국","50세","시도간전입","","23702","24719","25422","25869","30975","31409","30314","29032","27677","28885","30530","27496","28971","30081","34295","34130","31775","30221","29027","27644","26718","21146","21912","18508","16007",
"전국","50세","시도간전출","","23702","24719","25422","25869","30975","31409","30314","29032","27677","28885","30530","27496","28971","30081","34295","34130","31775","30221","29027","27644","26718","21146","21912","18508","16007",
"전국","51세","총전입","","80487","82849","82333","87233","100527","112228","96258","94875","94266","98394","97256","103772","98216","109492","114154","104665","101462","98632","94307","97993","74517","69363","74790","63806","61878",
"전국","51세","총전출","","80487","82849","82333","87233","100527","112228","96258","94875","94266","98394","97256","103772","98216","109492","114154","104665","101462","98632","94307","97993","74517","69363","74790","63806","61878",
"전국","51세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","51세","시군구내","","31977","33651","32950","35375","41774","47973","40622","40395","39762","41650","40979","43379","41107","44186","46800","42037","39301","38728","36869","38734","28975","26550","29728","25319","24095",
"전국","51세","시군구간전입","","23612","24187","24066","25235","29088","32573","27966","27243","27080","28036","28086","29857","28561","32296","34409","32268","31794","31378","29914","31397","24284","22522","24098","20622","20344",
"전국","51세","시군구간전출","","23612","24187","24066","25235","29088","32573","27966","27243","27080","28036","28086","29857","28561","32296","34409","32268","31794","31378","29914","31397","24284","22522","24098","20622","20344",
"전국","51세","시도간전입","","24898","25011","25317","26623","29665","31682","27670","27237","27424","28708","28191","30536","28548","33010","32945","30360","30367","28526","27524","27862","21258","20291","20964","17865","17439",
"전국","51세","시도간전출","","24898","25011","25317","26623","29665","31682","27670","27237","27424","28708","28191","30536","28548","33010","32945","30360","30367","28526","27524","27862","21258","20291","20964","17865","17439",
"전국","52세","총전입","","80429","83439","84062","83366","101867","103950","90560","93582","92677","90593","106206","100957","105061","102005","101537","97578","94403","92129","92423","78031","70465","64945","58549","62771","59663",
"전국","52세","총전출","","80429","83439","84062","83366","101867","103950","90560","93582","92677","90593","106206","100957","105061","102005","101537","97578","94403","92129","92423","78031","70465","64945","58549","62771","59663",
"전국","52세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","52세","시군구내","","32114","34055","33071","33151","42574","44423","37777","39528","38635","37976","44897","42424","43568","40734","41236","38373","36188","35527","35745","30594","26967","24693","22676","24599","22756",
"전국","52세","시군구간전입","","23567","24290","24970","24454","29182","30063","26270","26831","26918","26129","30751","29202","30766","30397","30744","30208","29466","29242","29396","25017","22741","20920","19224","20290","19676",
"전국","52세","시군구간전출","","23567","24290","24970","24454","29182","30063","26270","26831","26918","26129","30751","29202","30766","30397","30744","30208","29466","29242","29396","25017","22741","20920","19224","20290","19676",
"전국","52세","시도간전입","","24748","25094","26021","25761","30111","29464","26513","27223","27124","26488","30558","29331","30727","30874","29557","28997","28749","27360","27282","22420","20757","19332","16649","17882","17231",
"전국","52세","시도간전출","","24748","25094","26021","25761","30111","29464","26513","27223","27124","26488","30558","29331","30727","30874","29557","28997","28749","27360","27282","22420","20757","19332","16649","17882","17231",
"전국","53세","총전입","","80460","84981","80113","83995","93770","97148","88777","93184","84983","98686","102426","108418","98305","90902","94308","90739","88560","90448","73458","73750","65884","51766","62503","62206","57904",
"전국","53세","총전출","","80460","84981","80113","83995","93770","97148","88777","93184","84983","98686","102426","108418","98305","90902","94308","90739","88560","90448","73458","73750","65884","51766","62503","62206","57904",
"전국","53세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","53세","시군구내","","31766","34286","31567","33769","38917","41293","37287","38827","34592","41029","42815","44906","40208","35793","38071","34937","33016","34481","27787","28505","25085","19501","24158","23862","21932",
"전국","53세","시군구간전입","","23602","24899","23515","24393","26944","28088","25549","26959","24829","28510","29759","31293","28477","26849","28354","28298","28183","28913","23126","23626","21161","16540","20145","20323","19049",
"전국","53세","시군구간전출","","23602","24899","23515","24393","26944","28088","25549","26959","24829","28510","29759","31293","28477","26849","28354","28298","28183","28913","23126","23626","21161","16540","20145","20323","19049",
"전국","53세","시도간전입","","25092","25796","25031","25833","27909","27767","25941","27398","25562","29147","29852","32219","29620","28260","27883","27504","27361","27054","22545","21619","19638","15725","18200","18021","16923",
"전국","53세","시도간전출","","25092","25796","25031","25833","27909","27767","25941","27398","25562","29147","29852","32219","29620","28260","27883","27504","27361","27054","22545","21619","19638","15725","18200","18021","16923",
"전국","54세","총전입","","81415","80334","79342","77305","87924","95657","87143","84443","92575","95048","110822","101587","87130","84498","87976","84265","86601","72756","70056","69087","51999","54573","61016","59430","56131",
"전국","54세","총전출","","81415","80334","79342","77305","87924","95657","87143","84443","92575","95048","110822","101587","87130","84498","87976","84265","86601","72756","70056","69087","51999","54573","61016","59430","56131",
"전국","54세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","54세","시군구내","","31956","32361","31572","31320","36205","39942","36232","34642","37862","39494","45616","41459","34923","32729","34424","32194","32277","27148","25946","26557","19416","20172","23148","22885","20929",
"전국","54세","시군구간전입","","24006","23642","22936","22176","25518","27942","25255","24631","27071","27129","32160","29355","25603","25181","26711","25819","27160","23227","22198","21803","16683","17607","19717","18957","18408",
"전국","54세","시군구간전출","","24006","23642","22936","22176","25518","27942","25255","24631","27071","27129","32160","29355","25603","25181","26711","25819","27160","23227","22198","21803","16683","17607","19717","18957","18408",
"전국","54세","시도간전입","","25453","24331","24834","23809","26201","27773","25656","25170","27642","28425","33046","30773","26604","26588","26841","26252","27164","22381","21912","20727","15900","16794","18151","17588","16794",
"전국","54세","시도간전출","","25453","24331","24834","23809","26201","27773","25656","25170","27642","28425","33046","30773","26604","26588","26841","26252","27164","22381","21912","20727","15900","16794","18151","17588","16794",
"전국","55세","총전입","","77350","81476","73871","72163","87272","94407","80119","92150","89920","103598","103831","90136","81637","79783","82781","83397","69845","71032","66739","56045","56756","54063","60670","48133","42394",
"전국","55세","총전출","","77350","81476","73871","72163","87272","94407","80119","92150","89920","103598","103831","90136","81637","79783","82781","83397","69845","71032","66739","56045","56756","54063","60670","48133","42394",
"전국","55세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","55세","시군구내","","30202","32867","29014","29006","35866","39621","32530","38041","36348","42928","42203","36315","32462","30703","31861","31332","25312","26023","24574","21181","21067","19725","22414","17818","15297",
"전국","55세","시군구간전입","","22837","23326","21712","20537","25365","27249","23528","26683","26014","29409","30407","25933","23748","23806","25391","25626","21631","22510","20917","17662","18112","17279","19888","15784","14029",
"전국","55세","시군구간전출","","22837","23326","21712","20537","25365","27249","23528","26683","26014","29409","30407","25933","23748","23806","25391","25626","21631","22510","20917","17662","18112","17279","19888","15784","14029",
"전국","55세","시도간전입","","24311","25283","23145","22620","26041","27537","24061","27426","27558","31261","31221","27888","25427","25274","25529","26439","22902","22499","21248","17202","17577","17059","18368","14531","13068",
"전국","55세","시도간전출","","24311","25283","23145","22620","26041","27537","24061","27426","27558","31261","31221","27888","25427","25274","25529","26439","22902","22499","21248","17202","17577","17059","18368","14531","13068",
"전국","56세","총전입","","77474","73783","68540","70810","85385","85859","85785","89391","96333","96413","92148","84477","76154","73511","81014","65985","66866","65568","53672","60568","55123","53224","58775","47900","44173",
"전국","56세","총전출","","77474","73783","68540","70810","85385","85859","85785","89391","96333","96413","92148","84477","76154","73511","81014","65985","66866","65568","53672","60568","55123","53224","58775","47900","44173",
"전국","56세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","56세","시군구내","","30435","29642","26789","28027","34885","35420","35064","36623","38988","39409","37352","33522","29742","27918","31344","24513","23686","24037","19750","22365","19937","19222","21708","17815","15874",
"전국","56세","시군구간전입","","22583","21186","19856","20292","24611","25062","24906","25830","27939","27627","26753","24629","22434","21793","24131","20478","21050","20556","16692","19244","17654","16942","19156","15190","14405",
"전국","56세","시군구간전출","","22583","21186","19856","20292","24611","25062","24906","25830","27939","27627","26753","24629","22434","21793","24131","20478","21050","20556","16692","19244","17654","16942","19156","15190","14405",
"전국","56세","시도간전입","","24456","22955","21895","22491","25889","25377","25815","26938","29406","29377","28043","26326","23978","23800","25539","20994","22130","20975","17230","18959","17532","17060","17911","14895","13894",
"전국","56세","시도간전출","","24456","22955","21895","22491","25889","25377","25815","26938","29406","29377","28043","26326","23978","23800","25539","20994","22130","20975","17230","18959","17532","17060","17911","14895","13894",
"전국","57세","총전입","","71303","68296","66740","69606","78861","92888","82896","96178","90327","86142","85850","78238","70547","71561","64299","63131","62128","53858","58220","58947","54763","50789","43875","45555","43698",
"전국","57세","총전출","","71303","68296","66740","69606","78861","92888","82896","96178","90327","86142","85850","78238","70547","71561","64299","63131","62128","53858","58220","58947","54763","50789","43875","45555","43698",
"전국","57세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","57세","시군구내","","27994","27254","26211","27382","31628","38045","33980","39127","35934","34300","34123","30664","27349","26697","24447","22930","22028","19057","20899","21324","19682","18174","16095","16693","15563",
"전국","57세","시군구간전입","","20554","19603","19224","20001","22859","27260","23937","27817","26109","24963","25083","23052","20834","21348","19396","19625","19289","16865","18241","18780","17315","16215","14025","14490","14162",
"전국","57세","시군구간전출","","20554","19603","19224","20001","22859","27260","23937","27817","26109","24963","25083","23052","20834","21348","19396","19625","19289","16865","18241","18780","17315","16215","14025","14490","14162",
"전국","57세","시도간전입","","22755","21439","21305","22223","24374","27583","24979","29234","28284","26879","26644","24522","22364","23516","20456","20576","20811","17936","19080","18843","17766","16400","13755","14372","13973",
"전국","57세","시도간전출","","22755","21439","21305","22223","24374","27583","24979","29234","28284","26879","26644","24522","22364","23516","20456","20576","20811","17936","19080","18843","17766","16400","13755","14372","13973",
"전국","58세","총전입","","66199","67034","65445","63597","85299","89700","88316","89345","80334","80588","80443","73075","69656","57986","62188","59612","50725","57163","56181","58423","51839","37721","45746","52054","49537",
"전국","58세","총전출","","66199","67034","65445","63597","85299","89700","88316","89345","80334","80588","80443","73075","69656","57986","62188","59612","50725","57163","56181","58423","51839","37721","45746","52054","49537",
"전국","58세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","58세","시군구내","","25991","26860","25066","24421","34002","36797","35396","35817","31772","32124","31538","28413","26472","21306","22930","21518","17784","20076","20034","21040","18444","12981","16850","18737","17497",
"전국","58세","시군구간전입","","19202","18878","18917","18706","24644","26147","25738","26112","23174","23260","23656","21330","20788","17383","18893","18483","15723","18192","17379","18222","16465","12024","14558","16418","16145",
"전국","58세","시군구간전출","","19202","18878","18917","18706","24644","26147","25738","26112","23174","23260","23656","21330","20788","17383","18893","18483","15723","18192","17379","18222","16465","12024","14558","16418","16145",
"전국","58세","시도간전입","","21006","21296","21462","20470","26653","26756","27182","27416","25388","25204","25249","23332","22396","19297","20365","19611","17218","18895","18768","19161","16930","12716","14338","16899","15895",
"전국","58세","시도간전출","","21006","21296","21462","20470","26653","26756","27182","27416","25388","25204","25249","23332","22396","19297","20365","19611","17218","18895","18768","19161","16930","12716","14338","16899","15895",
"전국","59세","총전입","","64927","66178","60391","69471","82937","97566","83748","80229","75802","75900","75370","72054","56076","55741","58223","48579","54784","56333","56468","56389","38938","40062","45450","51449","51054",
"전국","59세","총전출","","64927","66178","60391","69471","82937","97566","83748","80229","75802","75900","75370","72054","56076","55741","58223","48579","54784","56333","56468","56389","38938","40062","45450","51449","51054",
"전국","59세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","59세","시군구내","","24997","26021","22718","27032","32760","39152","33628","31713","29574","29838","29075","27674","21095","20133","21660","17540","18813","19621","19764","20032","13472","13974","16304","18372","17882",
"전국","59세","시군구간전입","","18932","19057","17667","19884","24077","28452","24282","23266","22083","22050","21881","21248","16599","16661","17556","14708","16917","17744","17432","17656","12215","12608","14587","16084","16256",
"전국","59세","시군구간전출","","18932","19057","17667","19884","24077","28452","24282","23266","22083","22050","21881","21248","16599","16661","17556","14708","16917","17744","17432","17656","12215","12608","14587","16084","16256",
"전국","59세","시도간전입","","20998","21100","20006","22555","26100","29962","25838","25250","24145","24012","24414","23132","18382","18947","19007","16331","19054","18968","19272","18701","13251","13480","14559","16993","16916",
"전국","59세","시도간전출","","20998","21100","20006","22555","26100","29962","25838","25250","24145","24012","24414","23132","18382","18947","19007","16331","19054","18968","19272","18701","13251","13480","14559","16993","16916",
"전국","60세","총전입","","66455","62571","68141","69649","92646","93894","77012","76774","72961","72442","75427","58287","54425","52480","47163","51581","53783","56067","54238","42590","42020","40385","51464","48255","43997",
"전국","60세","총전출","","66455","62571","68141","69649","92646","93894","77012","76774","72961","72442","75427","58287","54425","52480","47163","51581","53783","56067","54238","42590","42020","40385","51464","48255","43997",
"전국","60세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","60세","시군구내","","25205","24046","25425","26557","35854","36988","30188","29833","27911","27764","28960","22284","19974","18895","17405","18139","18167","19492","18712","14885","14530","13996","18304","17041","15342",
"전국","60세","시군구간전입","","19003","17917","19810","19876","26655","27151","22168","22265","21331","21069","22114","17143","16006","15443","13969","15729","16660","17365","16742","13260","13222","12701","16259","15287","14092",
"전국","60세","시군구간전출","","19003","17917","19810","19876","26655","27151","22168","22265","21331","21069","22114","17143","16006","15443","13969","15729","16660","17365","16742","13260","13222","12701","16259","15287","14092",
"전국","60세","시도간전입","","22247","20608","22906","23216","30137","29755","24656","24676","23719","23609","24353","18860","18445","18142","15789","17713","18956","19210","18784","14445","14268","13688","16901","15927","14563",
"전국","60세","시도간전출","","22247","20608","22906","23216","30137","29755","24656","24676","23719","23609","24353","18860","18445","18142","15789","17713","18956","19210","18784","14445","14268","13688","16901","15927","14563",
"전국","61세","총전입","","58928","65467","63541","73502","85090","82281","70268","70432","66635","69167","58697","54739","49176","41725","49533","49339","52109","52685","40122","44467","41218","45298","53491","45138","42040",
"전국","61세","총전출","","58928","65467","63541","73502","85090","82281","70268","70432","66635","69167","58697","54739","49176","41725","49533","49339","52109","52685","40122","44467","41218","45298","53491","45138","42040",
"전국","61세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","61세","시군구내","","21944","25111","23924","28124","32802","32369","27105","27318","25270","26659","22320","20631","18343","15003","17987","17151","17630","18050","13884","15545","14140","15693","18726","15755","14108",
"전국","61세","시군구간전입","","17252","18689","18144","20868","24390","23867","20404","20281","19570","19968","17076","15947","14547","12378","14717","15152","15966","16319","12180","13576","12879","14051","16900","14164","13571",
"전국","61세","시군구간전출","","17252","18689","18144","20868","24390","23867","20404","20281","19570","19968","17076","15947","14547","12378","14717","15152","15966","16319","12180","13576","12879","14051","16900","14164","13571",
"전국","61세","시도간전입","","19732","21667","21473","24510","27898","26045","22759","22833","21795","22540","19301","18161","16286","14344","16829","17036","18513","18316","14058","15346","14199","15554","17865","15219","14361",
"전국","61세","시도간전출","","19732","21667","21473","24510","27898","26045","22759","22833","21795","22540","19301","18161","16286","14344","16829","17036","18513","18316","14058","15346","14199","15554","17865","15219","14361",
"전국","62세","총전입","","62980","62387","67038","68116","75589","75636","65107","65574","64457","55080","55911","51085","40404","44697","48398","48418","50812","39041","43194","44834","47025","46637","45078","42996","41573",
"전국","62세","총전출","","62980","62387","67038","68116","75589","75636","65107","65574","64457","55080","55911","51085","40404","44697","48398","48418","50812","39041","43194","44834","47025","46637","45078","42996","41573",
"전국","62세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","62세","시군구내","","23953","24044","25585","26083","29112","29550","25241","25469","24208","20936","21137","19201","14811","15970","17528","17081","17170","13251","14809","15401","16174","15900","15534","14872","13958",
"전국","62세","시군구간전입","","18265","17822","19068","19315","21582","22002","19001","19063","18935","16148","16254","14808","11682","13051","14369","14639","15484","12122","13196","14046","14400","14527","14338","13361","13120",
"전국","62세","시군구간전출","","18265","17822","19068","19315","21582","22002","19001","19063","18935","16148","16254","14808","11682","13051","14369","14639","15484","12122","13196","14046","14400","14527","14338","13361","13120",
"전국","62세","시도간전입","","20762","20521","22385","22718","24895","24084","20865","21042","21314","17996","18520","17076","13911","15676","16501","16698","18158","13668","15189","15387","16451","16210","15206","14763","14495",
"전국","62세","시도간전출","","20762","20521","22385","22718","24895","24084","20865","21042","21314","17996","18520","17076","13911","15676","16501","16698","18158","13668","15189","15387","16451","16210","15206","14763","14495",
"전국","63세","총전입","","59631","65701","61247","59169","68943","70511","60102","63569","50685","52394","51853","41223","42503","42899","46714","46084","36959","42005","42153","50228","47991","38991","43095","41516","39220",
"전국","63세","총전출","","59631","65701","61247","59169","68943","70511","60102","63569","50685","52394","51853","41223","42503","42899","46714","46084","36959","42005","42153","50228","47991","38991","43095","41516","39220",
"전국","63세","순이동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전국","63세","시군구내","","22601","25512","23270","22648","26573","27217","23274","24514","19335","20225","19805","15249","15492","15223","16774","16044","12443","13984","14128","17406","16635","13130","14928","14187","12828",
"전국","63세","시군구간전입","","17544","18763","17519","16664","19691","20634","17592","18539","14760","14860","14930","12031","12436","12544","14236","14039","11234","12967","12960","15317","14564","12168","13593","12938","12674",
"전국","63세","시군구간전출","","17544","18763","17519","16664","19691","20634","17592","18539","14760","14860","14930","12031","12436","12544","14236","14039","11234","12967","12960","15317","14564","12168","13593","12938","12674",
"전국","63세","시도간전입","","19486","21426","20458","19857","22679","22660","19236","20516","16590","17309","17118","13943","14575","15132","15704","16001","13282","15054","15065","17505","16792","13693","14574","14391","13718",
"전국","63세","시도간전출","","19486","21426","20458","19857","22679","22660","19236","20516","16590","17309","17118","13943","14575","15132","15704","16001","13282","15054","15065","17505","16792","13693","14574","14391","13718",
