"행정구역별(시도)","가구주의 연령별","항목","단위","2025 년","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년","2007 년","2006 년","2005 년","2004 년","2003 년","2002 년","2001 년","2000 년",
"전국","합계","계","","22388821","22179969","21970523","21663978","21272581","20730614","20220447","19876352","19570670","19281443","19012895","18704975","18388488","18118513","17879317","17494884","17167884","16883417","16601723","16322100","16038858","15732068","15433649","15109514","14775329","14507010",
"전국","합계","부부","","3998353","3902523","3806885","3742535","3618009","3475181","3341207","3205953","3081158","2990392","2959592","2876380","2811928","2748883","2695485","2629660","2541700","2467739","2391009","2316755","2248550","2150010","2059181","1965225","1871030","1785717",
"전국","합계","부부+미혼자녀","","5644413","5724793","5810013","5904824","6016545","6078106","6082165","6135037","6170487","6176334","6181306","6234012","6315831","6414463","6516478","6544401","6595292","6652767","6712794","6769654","6815725","6857975","6894929","6921880","6941305","6993296",
"전국","합계","부+미혼자녀","","488885","494523","500860","499886","504347","508903","514643","517518","517907","524160","524997","499539","462096","425991","390554","350681","338238","326163","314068","302219","289874","275579","261980","248193","234407","222236",
"전국","합계","모+미혼자녀","","1492522","1499524","1507898","1506268","1519591","1520193","1500441","1495102","1485700","1495419","1505949","1470298","1418226","1370384","1323899","1263825","1229965","1196853","1163756","1130800","1096469","1058970","1022573","984926","947041","914795",
"전국","합계","기타","","2004898","2048216","2098376","2121526","2168333","2260304","2364031","2421909","2475822","2511816","2489372","2447219","2412246","2383410","2360283","2320272","2284715","2255313","2226100","2197848","2171188","2169643","2171480","2169819","2166640","2173679",
"전국","합계","1인 가구","","8155636","7940723","7713031","7388942","6989675","6476735","6046695","5771150","5544152","5332365","5137971","4964662","4756220","4563342","4379916","4174073","3963334","3766306","3571412","3377666","3185621","3001257","2818062","2628346","2438225","2255298",
"전국","합계","비친족가구","","604114","569667","533460","499997","456081","411192","371265","329683","295444","250957","213708","212865","211941","212040","212702","211972","214640","218276","222584","227158","231431","218634","205444","191125","176681","161989",
"전국","24세이하","계","","577206","597779","618404","628129","646636","635520","572697","551375","547564","540487","525062","514964","505940","499791","496827","496973","477505","472469","480044","492454","499658","500082","490557","472700","453574","435572",
"전국","24세이하","부부","","1145","1404","1733","1942","2182","2452","2644","2724","2909","3874","5494","5600","5853","6133","6461","6881","7859","9026","10457","12026","13445","14865","15933","16660","17309","18042",
"전국","24세이하","부부+미혼자녀","","6340","7188","8174","9351","10468","10996","11439","11877","12194","13016","13489","12691","11663","10708","9836","9070","8544","8301","8293","8346","8256","9477","10482","11251","11961","12726",
"전국","24세이하","부+미혼자녀","","3605","3896","4217","4493","4849","4959","4972","4839","4752","4907","4871","4445","3856","3292","2756","2235","2020","1876","1782","1697","1590","1493","1363","1207","1052","903",
"전국","24세이하","모+미혼자녀","","8369","9203","10131","11131","12048","12285","12345","12414","12271","12784","13128","12755","12370","12056","11830","11738","11334","11285","11542","11904","12116","12379","12363","12115","11827","11590",
"전국","24세이하","기타","","28397","31405","34831","40656","44576","45196","44301","45456","46256","47829","51080","51895","53797","55984","58554","61582","61787","63725","67362","71782","75557","79772","82578","83983","85037","86194",
"전국","24세이하","1인 가구","","511684","526341","540298","541396","554184","542525","480880","458582","454472","444467","421193","406760","389791","375089","362678","352333","331750","321556","319935","321266","318914","312376","299335","281228","262567","244726",
"전국","24세이하","비친족가구","","17666","18342","19020","19160","18329","17107","16116","15483","14710","13610","15807","20818","28610","36529","44712","53134","54211","56700","60673","65433","69780","69720","68503","66256","63821","61391",
"전국","25~29세","계","","1181790","1199222","1216704","1221375","1178620","1076530","982631","911921","857951","828952","836017","830895","847197","887506","935524","970433","997070","996586","979207","953958","934728","938730","960698","987415","1018235","1035485",
"전국","25~29세","부부","","32859","36749","41289","47068","52826","54844","53347","52342","50258","52467","62689","67493","75912","86520","98155","108632","118013","124446","128750","131833","135545","143328","153750","164995","177046","186791",
"전국","25~29세","부부+미혼자녀","","44664","49610","55342","63459","69207","70672","72198","74153","75171","76395","79534","83021","90085","99730","110455","119798","127277","131467","133414","134168","135635","162188","191464","221918","253730","282350",
"전국","25~29세","부+미혼자녀","","12547","13067","13621","14205","14160","13600","13197","12338","11480","11350","11405","10366","9245","8375","7530","6537","6181","5635","4993","4330","3709","3602","3565","3547","3541","3485",
"전국","25~29세","모+미혼자녀","","33756","36175","38863","41026","41909","40974","39949","38652","37346","38469","41327","40156","39691","40344","41297","41635","42134","41460","40085","38408","36991","37675","39072","40667","42440","43651",
"전국","25~29세","기타","","77697","82800","88506","96754","98918","95493","92081","90804","88690","89006","94329","95976","100904","108707","117575","124886","131495","134656","135526","135210","135648","135857","138670","142164","146243","148373",
"전국","25~29세","1인 가구","","906399","909260","910164","890818","838317","744751","662792","600894","558014","531765","521050","505444","498377","505349","516042","518990","518165","502627","478618","451197","427105","400447","381873","364932","349031","328267",
"전국","25~29세","비친족가구","","73868","71561","68919","68045","63283","56196","49067","42738","36992","29500","25683","28439","32983","38481","44470","49955","53805","56295","57821","58812","60095","55633","52304","49192","46204","42568",
"전국","30~34세","계","","1580122","1549849","1519488","1465468","1390498","1314924","1277648","1294339","1348693","1420633","1477812","1552387","1571784","1565943","1541247","1508069","1491626","1524930","1572578","1622979","1663349","1725261","1764149","1773741","1773974","1779889",
"전국","30~34세","부부","","152666","154811","157105","161519","166643","167056","163027","163769","166000","175189","194443","208239","216824","221932","224205","224982","218214","218849","221487","224417","225885","223127","217049","207363","196811","187130",
"전국","30~34세","부부+미혼자녀","","237295","249819","263819","277996","290248","305121","325948","358849","400328","436514","455246","492467","520021","539238","551383","559555","581039","621099","667354","715397","759491","833333","897447","946677","989981","1035470",
"전국","30~34세","부+미혼자녀","","20897","21326","21790","20997","20057","19971","21212","22155","24205","27293","28666","27522","23973","20038","15968","11979","11351","11117","10981","10853","10649","10860","10920","10798","10625","10487",
"전국","30~34세","모+미혼자녀","","64155","66232","68512","67665","66673","67097","69607","72836","78350","89504","99987","100909","95977","89499","82113","74545","74405","76727","79779","82986","85692","85600","84266","81531","78434","75658",
"전국","30~34세","기타","","101706","102602","103892","105361","104283","103917","107592","114680","123983","135952","146207","155443","160172","162336","162464","161578","159552","162858","167690","172808","176857","188104","196983","202592","207036","212046",
"전국","30~34세","1인 가구","","890923","852079","811155","751181","675727","597053","543927","520541","517732","524119","527872","540628","526538","503976","475911","446144","418412","405294","395702","386286","374090","355795","331770","302222","271735","242815",
"전국","30~34세","비친족가구","","112480","102980","93215","80749","66867","54709","46335","41509","38095","32062","25391","27179","28279","28924","29203","29286","28653","28986","29585","30232","30685","28442","25714","22558","19352","16283",
"전국","35~39세","계","","1612412","1603571","1594706","1672968","1752422","1808163","1860642","1881495","1854750","1820785","1819688","1794499","1833693","1893449","1960391","2010826","2049192","2078391","2068303","2048469","2029176","2025729","2018119","2047608","2079029","2112698",
"전국","35~39세","부부","","144350","141712","138878","143275","148109","150113","148443","144841","137541","132059","134111","130779","131535","133738","136393","137856","132893","127113","118887","110238","101789","95779","89698","85298","80900","76503",
"전국","35~39세","부부+미혼자녀","","605593","614509","624388","690444","755350","808136","850459","873416","869426","853088","848991","856657","903011","959855","1021077","1074270","1129217","1180121","1208913","1231385","1253409","1277663","1298724","1343517","1389928","1438234",
"전국","35~39세","부+미혼자녀","","29040","29992","31028","33279","35747","39000","42814","44430","45486","46904","47902","43525","39189","35224","31252","26908","27317","27601","27364","26999","26643","26078","25467","25330","25208","25107",
"전국","35~39세","모+미혼자녀","","95454","98200","101216","109559","119133","127506","135097","139692","141310","146148","153089","147469","145706","145511","145737","144632","145401","145463","142764","139429","136173","131336","126328","123667","121064","118520",
"전국","35~39세","기타","","103601","107450","111894","122785","135572","150965","169154","180965","186709","191136","196409","195379","202057","211031","220868","228897","231163","232338","229106","224836","220669","226436","231607","241000","250703","260768",
"전국","35~39세","1인 가구","","571302","552909","533027","523134","513036","491606","477233","464023","444049","426086","418322","400828","392915","389187","386495","380204","365129","347759","323690","298498","273893","253582","233177","217167","201095","184950",
"전국","35~39세","비친족가구","","63072","58799","54275","50492","45475","40837","37442","34128","30229","25364","20864","19862","19280","18903","18569","18059","18072","17996","17579","17084","16600","14855","13118","11629","10131","8616",
"전국","40~44세","계","","1907333","1988276","2069436","2049117","2002420","1943412","1923737","1970717","2037842","2116930","2197997","2257180","2301807","2296478","2281022","2241202","2209946","2159788","2186352","2204317","2243559","2280071","2295799","2266448","2212370","2152281",
"전국","40~44세","부부","","112990","115390","117418","112614","107088","102183","98342","96394","95953","97009","99674","100503","99682","96671","93281","88981","85419","81212","79916","78261","77301","76187","74285","70898","66788","62581",
"전국","40~44세","부부+미혼자녀","","915781","958228","1001102","1003571","991386","969295","956970","979079","1011090","1045357","1085163","1139849","1200939","1236325","1265619","1280200","1290106","1287944","1331225","1369818","1422339","1458077","1481023","1475023","1452668","1425914",
"전국","40~44세","부+미혼자녀","","45439","48817","52441","52554","52180","52420","54252","57073","60746","66286","71179","70024","66759","62002","57047","51629","50914","49764","50381","50800","51710","51384","50545","48701","46349","43914",
"전국","40~44세","모+미혼자녀","","156072","167347","179409","182179","184303","183971","185747","195854","207955","224523","240105","242270","240549","233549","225626","215495","207366","197654","195020","191516","189733","188975","186342","180008","171792","163247",
"전국","40~44세","기타","","142180","154285","167651","172307","176803","184498","197520","211855","227945","244570","258140","265477","271309","271257","269998","265839","258504","249102","248582","247013","247738","261037","272322","278358","281165","282876",
"전국","40~44세","1인 가구","","489629","499577","507767","485533","454241","418683","401129","402693","408110","415449","422153","418105","403037","379004","353690","325319","304268","281221","268355","254108","241890","232354","220167","203515","184921","166306",
"전국","40~44세","비친족가구","","45242","44632","43648","40359","36419","32362","29777","27769","26043","23736","21583","20952","19532","17670","15761","13739","13369","12891","12873","12801","12848","12057","11115","9945","8687","7443",
"전국","45~49세","계","","2115897","2106902","2097887","2169184","2242207","2315802","2358833","2392652","2405661","2381889","2357952","2325964","2236746","2268350","2283934","2314880","2345992","2368117","2330891","2282050","2193219","2111039","1988266","1864257","1759006","1674310",
"전국","45~49세","부부","","129499","128670","127800","132431","133751","141777","147737","144190","141005","138172","139406","138390","134370","137585","139866","143124","147147","150699","150507","149531","145850","134955","121458","108003","95709","84472",
"전국","45~49세","부부+미혼자녀","","970379","970920","971536","1007397","1046567","1080978","1097690","1121170","1138399","1132253","1127744","1132695","1119053","1165315","1204206","1252060","1284956","1313642","1309653","1298881","1264698","1231386","1174413","1116408","1069439","1035130",
"전국","45~49세","부+미혼자녀","","61058","62699","64482","68175","72541","76653","80809","84754","87578","90782","93383","89603","82468","79852","76567","73691","73413","72799","70339","67549","63627","60213","55639","51053","46995","43475",
"전국","45~49세","모+미혼자녀","","218656","220450","222404","236775","252659","264683","268620","275463","278555","279223","277385","269198","252359","249271","244233","240652","239720","237686","229631","220499","207670","197369","183272","169112","156691","146070",
"전국","45~49세","기타","","181057","185722","190937","203471","219494","241445","261617","274171","283097","286602","283899","279133","267079","269474","269928","272162","276276","279353","275438","270140","260093","256502","247989","239188","232709","229019",
"전국","45~49세","1인 가구","","511958","497548","482346","482834","480329","474330","468013","461040","448027","429847","414530","396860","363910","350945","334989","320766","311885","301222","282803","263190","239495","219912","196083","172362","150524","130323",
"전국","45~49세","비친족가구","","43290","40893","38382","38101","36866","35936","34347","31864","29000","25010","21605","20085","17507","15908","14145","12425","12595","12716","12520","12260","11786","10702","9412","8131","6939","5821",
"전국","50~54세","계","","2372516","2434097","2495853","2501696","2464827","2407140","2360619","2311512","2298745","2333506","2363107","2398524","2414665","2361788","2315588","2189214","2102610","1982807","1865294","1772909","1668645","1533614","1478636","1442646","1400270","1377480",
"전국","50~54세","부부","","241086","249153","257396","259264","243136","239396","244794","235451","234123","241647","256737","264884","273613","274625","276335","268162","257048","241874","226988","215160","201887","178417","164628","152845","140196","129209",
"전국","50~54세","부부+미혼자녀","","914959","949916","986155","1016540","1024212","1011170","989434","978381","982027","1004087","1025244","1050864","1074506","1067682","1063688","1022115","994858","951906","909842","880023","844407","787446","771001","764630","755176","756762",
"전국","50~54세","부+미혼자녀","","78669","82504","86573","90067","92392","93430","93964","94203","94395","96805","98398","97108","93293","86744","80491","71655","67944","63159","58462","54553","50271","45194","42528","40391","38051","36199",
"전국","50~54세","모+미혼자녀","","259966","266027","272003","279766","281628","275739","265299","257382","250766","249930","250190","251441","249093","239563","230761","214148","203857","190345","177083","166207","154204","141568","136333","132845","128764","126478",
"전국","50~54세","기타","","220611","231264","242778","251283","253922","259364","267202","269191","275020","284620","286230","292070","296539","292568","289396","276088","266514","252739","239230","228943","217133","204709","202704","203380","203295","206267",
"전국","50~54세","1인 가구","","607803","607103","604393","559296","527147","488841","463907","445226","433396","430439","423876","420763","408307","383956","360860","325966","301732","272720","244205","218992","192226","168954","154899","142717","129695","118167",
"전국","50~54세","비친족가구","","49422","48130","46555","45480","42390","39200","36019","31678","29018","25978","22432","21394","19314","16650","14057","11080","10657","10064","9484","9031","8517","7326","6543","5838","5093","4398",
"전국","55~59세","계","","2449704","2404770","2359712","2331733","2356426","2399447","2428385","2436083","2398436","2316484","2190807","2083496","1944668","1815429","1720452","1578468","1468981","1428111","1400905","1368858","1337895","1281578","1226749","1187496","1164414","1165016",
"전국","55~59세","부부","","405126","401617","398106","395297","394596","400123","410685","411470","407726","403569","397061","380278","359953","341340","329239","308168","282862","270923","261502","251069","240726","226512","212702","201686","193398","188870",
"전국","55~59세","부부+미혼자녀","","826618","817341","808012","792800","820951","850891","862266","869004","856182","829855","789256","754850","712556","673674","647618","603908","572351","567123","567516","566233","565683","547086","528945","517399","512923","519102",
"전국","55~59세","부+미혼자녀","","89180","87531","85865","84157","86676","89035","90248","90616","88114","84156","78823","73576","66071","58920","52848","45319","41680","40007","38708","37261","35830","33275","30796","28731","27052","25880",
"전국","55~59세","모+미혼자녀","","238986","231323","223544","211163","211876","214889","211856","208834","201612","191836","179852","170570","158315","146849","138146","125661","117348","114499","112755","110632","108607","104843","101175","98772","97719","98686",
"전국","55~59세","기타","","235827","237466","239598","235130","243530","263393","284829","298436","308665","308707","289573","277269","262317","248620","239663","224173","211309","208216","207161","205469","204009","199365","194814","192649","193121","197692",
"전국","55~59세","1인 가구","","596177","575702","554862","565865","553066","537071","526835","520236","502237","469899","433367","406265","368151","331993","301941","263589","236397","220594","206736","191913","177003","165032","153405","143832","136198","131141",
"전국","55~59세","비친족가구","","57790","53790","49725","47321","45731","44045","41666","37487","33900","28462","22875","20688","17305","14033","10997","7650","7034","6749","6527","6281","6037","5465","4912","4427","4003","3645",
"전국","60~64세","계","","2404549","2428330","2452173","2399243","2318390","2189482","2071473","1946719","1822556","1704021","1580372","1455334","1400639","1360103","1321855","1262067","1208552","1156530","1127192","1112936","1118243","1115339","1115953","1095630","1065280","1040754",
"전국","60~64세","부부","","615659","629741","644368","659366","643852","607518","577010","545320","514240","485367","454933","418304","401467","388664","376473","358120","341508","325377","315660","310151","310028","307289","305467","297893","287629","278982",
"전국","60~64세","부부+미혼자녀","","555459","565590","575977","563863","550198","527355","495462","464804","435832","411296","391626","363611","355168","350425","346467","336994","326641","316525","312530","312760","318670","319309","320994","316672","309427","303837",
"전국","60~64세","부+미혼자녀","","65986","66367","66712","64106","61812","58431","54895","51151","47410","44129","40790","37001","34621","32570","30538","27983","26230","24533","23328","22431","21901","21175","20500","19433","18198","17079",
"전국","60~64세","모+미혼자녀","","153680","154728","155708","148913","142809","135417","126155","117451","109261","102310","96247","88922","86086","84132","82339","79215","76526","73902","72714","72505","73602","73255","73137","71643","69498","67735",
"전국","60~64세","기타","","220250","231192","243501","245022","246679","252625","259870","257210","255088","248611","232210","216217","212268","210557","209352","204838","198586","192476","190088","190271","193912","198373","203598","205055","204547","205038",
"전국","60~64세","1인 가구","","733765","723466","711418","665673","624368","564136","518932","478118","432954","389775","347198","316336","298495","283543","268848","249627","234006","218890","208179","200196","195498","191530","188062","181037","172410","164816",
"전국","60~64세","비친족가구","","59750","57246","54489","52300","48672","44000","39149","32665","27771","22533","17368","14943","12534","10212","7838","5290","5055","4827","4693","4622","4632","4408","4195","3897","3571","3267",
"전국","65~69세","계","","2127456","2016718","1905676","1774893","1655881","1510936","1395590","1342245","1303542","1251503","1213939","1152429","1095852","1070274","1056388","1065634","1062726","1065893","1036945","1003969","984126","954815","917294","874305","827830","775902",
"전국","65~69세","부부","","754378","716017","677262","652207","614761","557574","509328","484662","464091","440864","426236","403944","383003","372923","366897","368844","368796","370886","361808","351298","345362","332672","317076","299578","280902","260425",
"전국","65~69세","부부+미혼자녀","","293154","282626","271778","250278","236731","224515","209479","203764","200757","196192","195818","185743","176379","172010","169515","170720","170550","171366","167019","162016","159125","154063","147670","140396","132564","123864",
"전국","65~69세","부+미혼자녀","","36681","35119","33524","30347","28092","26197","24557","23897","23683","23188","22753","21160","19421","18245","17258","16610","16079","15626","14697","13726","12944","12256","11456","10586","9677","8709",
"전국","65~69세","모+미혼자녀","","95025","91232","87353","80716","76347","71535","66474","64479","63036","61630","61039","58009","55263","54077","53485","54069","53581","53390","51587","49593","48256","46613","44565","42250","39769","37030",
"전국","65~69세","기타","","190006","188956","188090","180042","176961","177481","181193","185405","192029","194748","192457","184355","177936","176485","177011","181557","184036","187668","185666","182849","182368","179689","175511","170308","164403","157358",
"전국","65~69세","1인 가구","","728223","676189","624413","561164","505541","439116","392534","370072","351612","328455","310650","294520","279439","272284","268088","269728","265595","262862","252191","240642","232308","225865","217496","207825","197326","185520",
"전국","65~69세","비친족가구","","29989","26579","23256","20139","17448","14518","12025","9966","8334","6426","4986","4698","4411","4250","4134","4106","4089","4095","3977","3845","3763","3657","3520","3362","3189","2996",
"전국","70~74세","계","","1529895","1430978","1331788","1284120","1227981","1180151","1118846","1064208","1031994","1030333","1023485","1012450","1008282","960047","911472","884361","861494","827805","793874","756072","711448","658282","614568","572312","532807","502998",
"전국","70~74세","부부","","602828","561156","519378","504717","480774","455362","422448","395257","377766","374217","372367","368426","367035","349602","332040","322295","313058","299874","286599","271929","254823","233682","215945","198736","182484","169486",
"전국","70~74세","부부+미혼자녀","","138224","130929","123452","118999","117182","118408","114948","110769","107041","105500","103755","101247","98472","91386","84367","79389","76474","72584","68671","64425","59614","54888","50957","47149","43568","40770",
"전국","70~74세","부+미혼자녀","","19182","18098","16997","16197","15771","15766","15248","14723","14183","14066","13852","13339","12664","11434","10226","9273","8847","8305","7760","7179","6536","5916","5383","4865","4367","3948",
"전국","70~74세","모+미혼자녀","","63114","59552","55919","53683","52457","52040","49830","47744","46298","45864","45309","44245","43087","40044","37026","34903","33700","32069","30427","28637","26596","24271","22300","20385","18570","17081",
"전국","70~74세","기타","","150314","147621","144800","144331","147086","155440","161759","163016","167652","175443","177030","175109","174365","165996","157573","152859","150940","147155","143338","138810","132996","124104","116968","110100","103764","99347",
"전국","70~74세","1인 가구","","536701","496487","456419","432834","402819","372520","345386","325089","312659","310067","306969","306018","308765","298034","287028","282688","275505","264866","254146","242194","228047","212713","200398","188544","177595","169932",
"전국","70~74세","비친족가구","","19532","17135","14823","13359","11892","10615","9227","7610","6395","5176","4203","4066","3894","3551","3212","2954","2970","2952","2933","2898","2836","2708","2617","2533","2459","2434",
"전국","75~79세","계","","1116679","1065473","1014124","972276","960582","958226","949913","932999","887548","822155","776519","741526","697328","658374","617775","572177","526534","489976","455639","423366","398237","372132","348544","330187","312286","295470",
"전국","75~79세","부부","","420512","397611","374653","354164","345397","338198","328186","317958","297934","272756","257840","246154","231358","218303","204702","189445","173134","159843","147285","135390","125737","118161","111368","106242","101273","96672",
"전국","75~79세","부부+미혼자녀","","79872","75205","70547","66200","65415","65672","64525","62311","57663","51331","46794","43780","39491","35501","31415","27088","24692","22728","20870","19104","17652","16780","16015","15489","14988","14546",
"전국","75~79세","부+미혼자녀","","12366","11733","11097","10291","10217","10457","10396","10153","9524","8673","7942","7398","6612","5874","5119","4329","3937","3615","3310","3019","2776","2597","2434","2309","2186","2071",
"전국","75~79세","모+미혼자녀","","49267","46362","43465","40710","39982","40055","38991","37276","34553","31160","28639","26947","24598","22437","20216","17836","16294","15036","13847","12720","11803","10631","9542","8598","7660","6738",
"전국","75~79세","기타","","130554","129927","129376","127914","135087","147238","157538","161684","160456","154232","146394","138475","127766","118029","107979","97078","90433","85317","80583","76218","73175","68903","65085","62240","59493","56960",
"전국","75~79세","1인 가구","","411047","392797","374350","363400","355362","347876","342193","336601","321290","298894","284788","274956","264138","255292","245840","234350","216040","201449","187764","174934","165074","153132","142253","133518","124945","116786",
"전국","75~79세","비친족가구","","13061","11838","10636","9597","9122","8730","8084","7016","6128","5109","4122","3816","3365","2938","2504","2051","2004","1988","1980","1981","2020","1928","1847","1791","1741","1697",
"전국","80~84세","계","","809748","802635","795496","744565","675883","635012","599600","554363","515402","476028","433840","391057","358167","327737","298926","276642","253389","231388","215511","200864","187115","172534","156499","141830","129174","117438",
"전국","80~84세","부부","","257241","251692","245922","225509","202001","186064","171619","155639","141731","128275","116448","105091","96519","88607","81135","75447","69627","64129","60321","56869","53696","49987","45847","42097","38944","36085",
"전국","80~84세","부부+미혼자녀","","40486","38964","37386","33502","29525","27070","24594","21743","19411","17042","14720","13031","11440","9930","8465","7164","6678","6221","5927","5669","5443","5095","4701","4348","4058","3797",
"전국","80~84세","부+미혼자녀","","8283","8041","7792","7088","6489","6084","5538","4958","4396","3864","3418","3031","2671","2330","2000","1710","1577","1452","1364","1285","1212","1112","1002","900","813","730",
"전국","80~84세","모+미혼자녀","","34389","33287","32146","28364","25008","22911","20838","18565","16836","15274","13606","12081","10679","9352","8070","6945","6209","5511","4960","4435","3922","3488","3025","2593","2198","1814",
"전국","80~84세","기타","","115635","118223","121130","114757","110043","111856","112281","107583","103431","98017","88423","78662","69863","61560","53545","46600","43449","40470","38557","36881","35405","32763","29843","27179","24902","22808",
"전국","80~84세","1인 가구","","344213","343261","342298","327368","295548","274091","258415","240622","224926","209360","193628","176020","164333","153754","143956","137441","124581","112398","103205","94571","86300","78996","71039","63717","57293","51260",
"전국","80~84세","비친족가구","","9501","9167","8822","7977","7269","6936","6315","5253","4671","4196","3597","3141","2662","2204","1755","1335","1268","1207","1177","1154","1137","1093","1042","996","966","944",
"전국","85세이상","계","","603514","551369","499076","449211","399808","355869","319833","285724","259986","237737","216298","194270","171720","153244","137916","123938","112267","100626","88988","78899","69460","62862","57818","52939","47080","41717",
"전국","85세이상","부부","","128014","116800","105577","93162","82893","72521","63597","55936","49881","44927","42153","38295","34804","32240","30303","28723","26122","23488","20842","18583","16476","15049","13975","12931","11641","10469",
"전국","85세이상","부부+미혼자녀","","15589","13948","12345","10424","9105","7827","6753","5717","4966","4408","3926","3506","3047","2684","2367","2070","1909","1740","1567","1429","1303","1184","1093","1003","894","794",
"전국","85세이상","부+미혼자녀","","5952","5333","4721","3930","3364","2900","2541","2228","1955","1757","1615","1441","1253","1091","954","823","748","674","599","537","476","424","382","342","293","249",
"전국","85세이상","모+미혼자녀","","21633","19406","17225","14618","12759","11091","9633","8460","7551","6764","6046","5326","4453","3700","3020","2351","2090","1826","1562","1329","1104","967","853","740","615","497",
"전국","85세이상","기타","","107063","99303","91392","81713","75379","71393","67094","61453","56801","52343","46991","41759","35874","30806","26377","22135","20671","19240","17773","16618","15628","14029","12808","11623","10222","8933",
"전국","85세이상","1인 가구","","315812","288004","260121","238446","209990","184136","164519","147413","134674","123743","112375","101159","90024","80936","73550","66928","59869","52848","45883","39679","33778","30569","28105","25730","22890","20289",
"전국","85세이상","비친족가구","","9451","8575","7695","6918","6318","6001","5696","4517","4158","3795","3192","2784","2265","1787","1345","908","858","810","762","724","695","640","602","570","525","486",
"전국","65세이상","계","","6187292","5867173","5546160","5225065","4920135","4640194","4383782","4179539","3998472","3817756","3664081","3491732","3331349","3169676","3022477","2922752","2816410","2715688","2590957","2463170","2350386","2220625","2094723","1971573","1849177","1733525",
"전국","65세이상","부부","","2162973","2043276","1922792","1829759","1725826","1609719","1495178","1409452","1331403","1261039","1215044","1161910","1112719","1061675","1015077","984754","950737","918220","876855","834069","796094","749551","704211","659584","615244","573137",
"전국","65세이상","부부+미혼자녀","","567325","541672","515508","479403","457958","443492","420299","404304","389838","374473","365013","347307","328829","311511","296129","286431","280303","274639","264054","252643","243137","232010","220436","208385","196072","183771",
"전국","65세이상","부+미혼자녀","","82464","78324","74131","67853","63933","61404","58280","55959","53741","51548","49580","46369","42621","38974","35557","32745","31188","29672","27730","25746","23944","22305","20657","19002","17336","15707",
"전국","65세이상","모+미혼자녀","","263428","249839","236108","218091","206553","197632","185766","176524","168274","160692","154639","146608","138080","129610","121817","116104","111874","107832","102383","96714","91681","85970","80285","74566","68812","63160",
"전국","65세이상","기타","","693572","684030","674788","648757","644556","663408","679865","679141","680369","674783","651295","618360","585804","552876","522485","500229","489529","479850","465917","451376","439572","419488","400215","381450","362784","345406",
"전국","65세이상","1인 가구","","2335996","2196738","2057601","1923212","1769260","1617739","1503047","1419797","1345161","1270519","1208410","1152673","1106699","1060300","1018462","991135","941590","894423","843189","792020","745507","701275","659291","619334","580049","543787",
"전국","65세이상","비친족가구","","81534","73294","65232","57990","52049","46800","41347","34362","29686","24702","20100","18505","16597","14730","12950","11354","11189","11052","10829","10602","10451","10026","9628","9252","8880","8557",
"서울특별시","합계","계","","4164385","4145714","4126973","4081291","4025040","3953419","3877308","3830833","3803634","3784632","3775195","3735081","3691709","3656490","3633539","3573370","3521545","3479118","3437616","3396083","3353183","3307286","3262476","3211919","3159543","3120733",
"서울특별시","합계","부부","","613257","601320","589452","587948","577915","562306","545349","530748","517902","509937","508214","453380","445427","436883","429714","420941","405851","395238","384163","372950","363597","341931","329539","316370","303652","289688",
"서울특별시","합계","부부+미혼자녀","","1020333","1037218","1055070","1076156","1105165","1128781","1139773","1165032","1192027","1209949","1227379","1268442","1289227","1314046","1344569","1358528","1392228","1411610","1431829","1451670","1466364","1483614","1498694","1513752","1526942","1554119",
"서울특별시","합계","부+미혼자녀","","76785","78289","79937","80726","81973","83928","86195","87911","89761","92690","95174","97575","91320","85172","79344","72235","72746","70550","68366","66279","63969","62455","59831","57197","54479","52395",
"서울특별시","합계","모+미혼자녀","","279131","281423","284015","286548","291960","296233","296459","299226","301820","306512","313124","323711","313750","304666","296638","284943","280412","274763","269072","263478","257095","245882","239221","232347","225249","220205",
"서울특별시","합계","기타","","376547","387983","401011","405634","414614","432661","451648","461165","470260","479622","485375","532869","527470","523220","521140","513619","491531","485116","478667","472318","466734","454722","456133","456815","457365","459316",
"서울특별시","합계","1인 가구","","1673083","1641005","1606188","1539159","1456442","1360145","1276075","1212951","1166494","1131099","1101646","1018183","983558","951299","920414","881405","834678","796953","759713","722482","687124","670410","633317","592715","552135","508761",
"서울특별시","합계","비친족가구","","125249","118476","111300","105120","96971","89365","81809","73800","65370","54823","44283","40921","40957","41204","41720","41699","44099","44888","45806","46906","48300","48272","45741","42723","39721","36249",
"서울특별시","24세이하","계","","146103","153221","160337","158860","156793","154638","146673","140962","136274","132760","127348","119189","117758","117600","118701","116011","109193","106241","107575","111930","117631","119517","118045","112985","106815","100358",
"서울특별시","24세이하","부부","","95","126","168","196","238","278","302","328","367","604","1002","666","726","798","883","959","1169","1316","1518","1780","2084","2680","2914","3057","3173","3263",
"서울특별시","24세이하","부부+미혼자녀","","719","839","978","1144","1294","1362","1427","1495","1483","1620","1748","1985","1822","1690","1565","1407","965","915","906","929","962","1170","1315","1418","1508","1584",
"서울특별시","24세이하","부+미혼자녀","","516","582","654","672","725","780","808","775","763","847","868","970","861","750","647","527","509","461","435","421","407","396","367","329","283","245",
