"행정구역(시군구)별","항목","단위","2025.4/4","2025.3/4","2025.2/4","2025.1/4","2024.4/4","2024.3/4","2024.2/4","2024.1/4","2023.4/4","2023.3/4","2023.2/4","2023.1/4","2022.4/4","2022.3/4","2022.2/4","2022.1/4","2021.4/4","2021.3/4","2021.2/4","2021.1/4","2020.4/4","2020.3/4","2020.2/4","2020.1/4","2019.4/4","2019.3/4","2019.2/4","2019.1/4","2018.4/4","2018.3/4","2018.2/4","2018.1/4","2017.4/4","2017.3/4","2017.2/4","2017.1/4","2016.4/4","2016.3/4","2016.2/4","2016.1/4","2015.4/4","2015.3/4","2015.2/4","2015.1/4","2014.4/4","2014.3/4","2014.2/4","2014.1/4","2013.4/4","2013.3/4","2013.2/4","2013.1/4","2012.4/4","2012.3/4","2012.2/4","2012.1/4","2011.4/4","2011.3/4","2011.2/4","2011.1/4","2010.4/4","2010.3/4","2010.2/4","2010.1/4","2009.4/4","2009.3/4","2009.2/4","2009.1/4","2008.4/4","2008.3/4","2008.2/4","2008.1/4","2007.4/4","2007.3/4","2007.2/4","2007.1/4","2006.4/4","2006.3/4","2006.2/4","2006.1/4","2005.4/4","2005.3/4","2005.2/4","2005.1/4","2004.4/4","2004.3/4","2004.2/4","2004.1/4","2003.4/4","2003.3/4","2003.2/4","2003.1/4","2002.4/4","2002.3/4","2002.2/4","2002.1/4","2001.4/4","2001.3/4","2001.2/4","2001.1/4","2000.4/4","2000.3/4","2000.2/4","2000.1/4","1999.4/4","1999.3/4","1999.2/4","1999.1/4","1998.4/4","1998.3/4","1998.2/4","1998.1/4","1997.4/4","1997.3/4","1997.2/4","1997.1/4","1996.4/4","1996.3/4","1996.2/4","1996.1/4","1995.4/4","1995.3/4","1995.2/4","1995.1/4","1994.4/4","1994.3/4","1994.2/4","1994.1/4","1993.4/4","1993.3/4","1993.2/4","1993.1/4","1992.4/4","1992.3/4","1992.2/4","1992.1/4","1991.4/4","1991.3/4","1991.2/4","1991.1/4","1990.4/4","1990.3/4","1990.2/4","1990.1/4","1989.4/4","1989.3/4","1989.2/4","1989.1/4","1988.4/4","1988.3/4","1988.2/4","1988.1/4","1987.4/4","1987.3/4","1987.2/4","1987.1/4","1986.4/4","1986.3/4","1986.2/4","1986.1/4","1985.4/4","1985.3/4","1985.2/4","1985.1/4","1984.4/4","1984.3/4","1984.2/4","1984.1/4","1983.4/4","1983.3/4","1983.2/4","1983.1/4","1982.4/4","1982.3/4","1982.2/4","1982.1/4","1981.4/4","1981.3/4","1981.2/4","1981.1/4","1980.4/4","1980.3/4","1980.2/4","1980.1/4","1979.4/4","1979.3/4","1979.2/4","1979.1/4","1978.4/4","1978.3/4","1978.2/4","1978.1/4","1977.4/4","1977.3/4","1977.2/4","1977.1/4","1976.4/4","1976.3/4","1976.2/4","1976.1/4","1975.4/4","1975.3/4","1975.2/4","1975.1/4","1974.4/4","1974.3/4","1974.2/4","1974.1/4","1973.4/4","1973.3/4","1973.2/4","1973.1/4","1972.4/4","1972.3/4","1972.2/4","1972.1/4","1971.4/4","1971.3/4","1971.2/4","1971.1/4","1970.4/4","1970.3/4","1970.2/4","1970.1/4",
"전라남도","시도내이동-시군구간 전입[명]","명","11399","9893","9402","12791","9856","10760","8985","12301","8631","8665","8963","12725","8900","8693","9234","12901","11431","11437","10615","15840","15328","13728","11754","17453","14974","11048","10092","16138","13646","10690","10648","16583","14028","10464","10551","16570","13653","10678","11039","16439","14551","11717","10479","15914","11893","12272","12104","17936","13128","11144","12139","17370","12179","9661","10989","17955","14804","12601","11952","17468","12586","11086","12696","18733","14552","13304","13050","20150","12602","11648","12399","21112","16713","11141","11904","18734","13485","11865","12971","18664","12463","12542","12327","18412","14059","11150","12106","19146","16964","15392","19787","23205","15786","12301","15264","20717","14807","14612","16532","19858","16096","13555","15440","20158","15230","15535","19202","20758","15847","12586","15556","17199","16862","13741","16004","19913","16581","14112","16599","19853","17990","14821","20508","18936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"전라남도","시도내이동-시군구간 전출[명]","명","11399","9893","9402","12791","9856","10760","8985","12301","8631","8665","8963","12725","8900","8693","9234","12901","11431","11437","10615","15840","15328","13728","11754","17453","14974","11048","10092","16138","13646","10690","10648","16583","14028","10464","10551","16570","13653","10678","11039","16439","14551","11717","10479","15914","11893","12272","12104","17936","13128","11144","12139","17370","12179","9661","10989","17955","14804","12601","11952","17468","12586","11086","12696","18733","14552","13304","13050","20150","12602","11648","12399","21112","16713","11141","11904","18734","13485","11865","12971","18664","12463","12542","12327","18412","14059","11150","12106","19146","16964","15392","19787","23205","15786","12301","15264","20717","14807","14612","16532","19858","16096","13555","15440","20158","15230","15535","19202","20758","15847","12586","15556","17199","16862","13741","16004","19913","16581","14112","16599","19853","17990","14821","20508","18936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"전라남도","시도간전입[명]","명","17907","16990","16631","22324","16525","16119","15997","21593","16742","15550","16573","22810","17523","16778","18035","23304","20103","19558","19200","26187","24371","18831","19708","24893","26392","18336","18623","24718","24903","18204","20496","25808","22886","19541","20712","27193","24899","20057","20907","27311","29459","22412","22614","27916","26323","20254","23608","28602","24623","19489","21213","27538","24411","19589","22219","29384","26531","22754","23866","28535","24573","21687","24074","31923","26345","24246","25363","32178","24028","22983","24795","33456","29308","24490","25891","33679","26347","23324","26810","34873","26595","25504","26447","31392","25914","22704","24827","34149","27736","23945","33183","40878","25119","21460","28600","35239","26685","24094","42261","34195","29332","24147","41239","36227","30021","29626","50342","40045","34518","29728","35042","36704","29335","25298","29032","35106","29317","26620","30269","35270","29943","25133","39042","33448","26232","21005","25472","28886","26163","24924","29470","31952","27821","23437","27808","38017","30066","27004","31473","35510","28703","31545","38694","40824","32027","30634","34531","38591","32918","29371","40554","47604","40040","40776","40855","41206","39590","30837","41958","44337","34125","30820","38313","40144","39630","31977","31978","39270","45579","29188","38027","45219","32839","30949","34272","40354","34217","32648","35626","43956","36938","41319","33723","35571","29065","28158","29309","30387","35117","28340","34812","34690","25332","26278","30820","28771","26003","24518","31940","34697","31939","59971","16765","18002","12280","13156","12778","13902","11127","13287","14767","16726","12165","10172","11312","11545","9030","9755","10726","13920","","","","",
"전라남도","시도간전출[명]","명","15499","18489","15959","22571","16370","16855","16807","24190","16402","17156","16304","23613","16959","17982","17543","23501","19915","22920","19485","27215","21736","20840","22667","32314","21889","21828","21087","32053","23021","22420","21910","30090","20513","21416","20919","30531","22362","21926","21540","30551","24520","20770","22102","31073","22511","23136","24111","29625","22615","20864","21301","30389","24170","21559","22031","32897","24439","25131","23970","33368","25984","25570","25832","34932","27013","26939","26725","34880","26761","26374","26817","38628","33744","26861","28611","40725","33156","30028","30987","41868","32546","29414","29132","38853","33509","30083","30389","45865","40806","38939","36830","45270","38387","35431","36065","46687","39140","44487","33867","46165","37927","42783","35974","47799","38606","51011","39475","45095","32955","30902","31859","39039","35893","31459","33680","39329","34910","30725","34344","41019","35334","34924","38524","37948","36105","29286","37050","45596","39235","38474","42219","51836","49291","42699","47833","53793","52031","52660","57022","62910","55867","55282","61005","67682","58264","52836","60102","68759","56611","51493","69332","81850","69976","62262","65386","69231","59637","47288","61520","65184","48906","41492","56254","58106","62478","43157","54368","62643","76217","46217","65283","56164","48980","44547","52514","59327","49447","44349","56064","61125","54547","66470","52350","56957","42526","40520","55085","65040","58784","46928","63082","54614","45158","42434","54093","46286","37556","39311","58734","52645","61924","118550","38548","40946","31665","38716","31258","34451","23912","27580","30818","33048","17981","18043","22174","27998","23411","29144","32316","44209","","","","",
"경상북도","총전입[명]","명","59069","59977","60505","80369","65098","59686","69222","84267","63035","57533","58393","76300","60197","58329","63504","81126","75765","71739","75743","94619","82458","68749","74853","91641","78448","65105","73592","89366","78229","66761","75090","89366","78207","80789","65724","86341","77568","68467","73522","96095","88743","76377","83410","96200","83413","78612","77689","97327","87389","68952","77615","95162","88380","67346","78752","100884","94227","85504","83713","100067","90356","75109","85064","104046","89008","83330","89388","105518","86745","80106","83728","112718","103921","78176","84619","114209","95429","77620","93906","124531","98258","83824","90442","102187","95211","75026","78831","111696","96508","79938","91121","103439","101894","74109","92474","116112","107791","80093","88340","104602","96615","76960","93546","113517","99580","94491","106197","123767","100441","82646","99528","105571","102460","79035","96694","117489","115323","88357","102417","109953","116628","91504","114549","97244","103791","89873","98126","101038","104076","92445","114111","110696","111596","84856","99396","116774","104995","97737","117734","128563","102571","104963","113438","116028","94492","85295","110198","112493","109624","90052","109840","131234","112227","114770","119315","110317","111385","84734","112647","115294","98516","81378","100889","116563","114474","82290","94486","109631","126482","82824","114173","115206","103458","85057","100488","114656","97082","85143","121639","137961","238456","262844","260916","242095","215815","199486","236429","255562","246753","189537","268838","242513","196023","186197","259846","213197","179822","155255","202422","202080","386030","490822","174386","189909","119712","183613","131235","150846","105723","185737","143516","170038","119234","165304","104887","130083","85262","87582","108116","189772","125592","96987","91977","93087",
"경상북도","총전출[명]","명","60604","63909","60728","83893","67626","62359","68751","87540","64171","60005","59283","79965","60774","61155","64757","84136","73827","73575","72677","94450","80242","73351","79586","101500","77382","66668","73432","93600","77529","69076","76745","95321","76845","80619","67763","91415","78351","69722","72990","97740","86773","74738","83583","100213","86962","72726","78116","100225","85099","70082","77847","97955","86380","68656","79346","105840","89690","83140","82286","103579","88231","75943","84914","109039","88681","86593","89616","110661","88952","83205","87566","117674","105693","81261","86339","122243","96069","81332","93293","124111","100532","86231","91144","108321","98612","77974","84119","126980","102919","86903","95866","122151","104803","82135","98384","130545","108582","84577","93066","115906","100781","83555","98875","123133","102778","99067","106086","129309","100880","82835","95549","108349","106189","80938","97073","117693","112823","87764","99350","110565","115283","94645","112819","101786","108196","90421","102694","109900","108761","95594","114980","117502","118830","89580","106542","127502","113901","106830","131336","144270","114283","113057","123582","136031","109789","102906","125171","137419","126591","101527","127589","157249","129959","125391","134927","130972","128143","97492","130064","133907","115920","99540","123038","137561","140995","101602","118699","142699","157116","102136","140348","140476","126799","105631","122291","143079","116203","103662","141361","158381","248110","272600","270686","255407","223214","207575","251748","274133","251762","205218","292114","260925","212029","200888","275549","228074","191399","169165","222937","214609","407589","530913","185499","200400","131161","179302","140300","161851","114664","184216","153981","177353","121637","163947","110959","136555","91524","102102","124242","210243","141236","109175","108862","110869",
"경상북도","순이동[명]","명","-1535","-3932","-223","-3524","-2528","-2673","471","-3273","-1136","-2472","-890","-3665","-577","-2826","-1253","-3010","1938","-1836","3066","169","2216","-4602","-4733","-9859","1066","-1563","160","-4234","700","-2315","-1655","-5955","1362","170","-2039","-5074","-783","-1255","532","-1645","1970","1639","-173","-4013","-3549","5886","-427","-2898","2290","-1130","-232","-2793","2000","-1310","-594","-4956","4537","2364","1427","-3512","2125","-834","150","-4993","327","-3263","-228","-5143","-2207","-3099","-3838","-4956","-1772","-3085","-1720","-8034","-640","-3712","613","420","-2274","-2407","-702","-6134","-3401","-2948","-5288","-15284","-6411","-6965","-4745","-18712","-2909","-8026","-5910","-14433","-791","-4484","-4726","-11304","-4166","-6595","-5329","-9616","-3198","-4576","111","-5542","-439","-189","3979","-2778","-3729","-1903","-379","-204","2500","593","3067","-612","1345","-3141","1730","-4542","-4405","-548","-4568","-8862","-4685","-3149","-869","-6806","-7234","-4724","-7146","-10728","-8906","-9093","-13602","-15707","-11712","-8094","-10144","-20003","-15297","-17611","-14973","-24926","-16967","-11475","-17749","-26015","-17732","-10621","-15612","-20655","-16758","-12758","-17417","-18613","-17404","-18162","-22149","-20998","-26521","-19312","-24213","-33068","-30634","-19312","-26175","-25270","-23341","-20574","-21803","-28423","-19121","-18519","-19722","-20420","-9654","-9756","-9770","-13312","-7399","-8089","-15319","-18571","-5009","-15681","-23276","-18412","-16006","-14691","-15703","-14877","-11577","-13910","-20515","-12529","-21559","-40091","-11113","-10491","-11449","4311","-9065","-11005","-8941","1521","-10465","-7315","-2403","1357","-6072","-6472","-6262","-14520","-16126","-20471","-15644","-12188","-16885","-17782",
"경상북도","시도내이동-시군구내[명]","명","25867","22952","25859","30576","30652","25925","31571","32803","27665","24184","23342","26402","24284","23538","26612","30441","32427","29352","32918","36838","34852","30213","34473","39331","33255","27479","33862","37318","34093","30236","35874","37975","35397","39981","29617","35633","35037","29878","33390","40444","38765","33036","38208","38589","36600","32082","35028","41984","38652","30437","35918","41228","39802","28977","35944","43421","42461","38428","38716","43838","42106","33229","38312","45161","40330","37870","41061","46514","40399","36968","38270","49503","49050","34877","37021","50675","40164","33364","41662","54511","44401","36021","40092","43915","45215","34189","37119","51830","43543","36818","42561","46428","46196","34856","45129","56487","52658","37169","42616","47542","45592","35433","42770","53053","48409","44847","50668","58455","48544","37215","46024","46917","51127","36146","45380","52803","56476","42862","48080","49501","60635","48831","56879","44623","66556","56971","62644","63010","67850","56705","72010","67642","72395","50932","59963","71348","65722","62310","73897","82239","63237","64261","68748","71567","56611","50878","66179","67673","68585","51987","62141","76585","66259","67241","70915","62690","67947","49517","66616","66669","58154","46859","57627","65218","68292","46976","55029","63127","73411","48599","67138","67725","63259","48526","57505","65853","56906","47019","67646","74981","189450","209097","212558","192995","173540","159886","188862","204748","187258","147685","216311","196520","157711","147761","208885","168726","140958","118823","153624","151688","334938","383817","137011","148112","89935","130073","101718","120926","83869","150596","114596","135724","97224","141006","82949","106420","66647","70173","87339","160114","","","","",
"경상북도","시도내이동-시군구간 전입[명]","명","9973","11038","10381","15359","10535","9937","11367","15828","10616","9742","10499","15375","10721","10759","11303","15486","13176","12666","12263","17770","14560","12887","13039","17123","13738","11370","12182","16495","13519","11124","12173","17161","13659","12834","10374","15740","13269","12029","12076","17231","15483","12828","14140","18060","13916","12035","12606","17008","14554","11483","12279","16655","14014","11032","12923","18135","15489","14321","12879","17402","14063","12043","13915","18813","14411","13671","14828","19331","14541","13716","14721","21215","17003","13420","14930","21829","16605","13960","16248","22051","15875","13884","14432","19199","15479","12397","12951","21672","17298","13952","15990","21604","18854","12786","15923","21312","17764","13911","14751","19586","17173","14594","18278","20651","16433","15923","16557","21340","15703","12490","15542","18588","16245","12658","14688","19864","17472","12926","14883","17465","18144","13198","16386","16042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경상북도","시도내이동-시군구간 전출[명]","명","9973","11038","10381","15359","10535","9937","11367","15828","10616","9742","10499","15375","10721","10759","11303","15486","13176","12666","12263","17770","14560","12887","13039","17123","13738","11370","12182","16495","13519","11124","12173","17161","13659","12834","10374","15740","13269","12029","12076","17231","15483","12828","14140","18060","13916","12035","12606","17008","14554","11483","12279","16655","14014","11032","12923","18135","15489","14321","12879","17402","14063","12043","13915","18813","14411","13671","14828","19331","14541","13716","14721","21215","17003","13420","14930","21829","16605","13960","16248","22051","15875","13884","14432","19199","15479","12397","12951","21672","17298","13952","15990","21604","18854","12786","15923","21312","17764","13911","14751","19586","17173","14594","18278","20651","16433","15923","16557","21340","15703","12490","15542","18588","16245","12658","14688","19864","17472","12926","14883","17465","18144","13198","16386","16042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경상북도","시도간전입[명]","명","23229","25987","24265","34434","23911","23824","26284","35636","24754","23607","24552","34523","25192","24032","25589","35199","30162","29721","30562","40011","33046","25649","27341","35187","31455","26256","27548","35553","30617","25401","27043","34230","29151","27974","25733","34968","29262","26560","28056","38420","34495","30513","31062","39551","32897","34495","30055","38335","34183","27032","29418","37279","34564","27337","29885","39328","36277","32755","32118","38827","34187","29837","32837","40072","34267","31789","33499","39673","31805","29422","30737","42000","37868","29879","32668","41705","38660","30296","35996","47969","37982","33919","35918","39073","34517","28440","28761","38194","35667","29168","32570","35407","36844","26467","31422","38313","37369","29013","30973","37474","33850","26933","32498","39813","34738","33721","38972","43972","36194","32941","37962","40066","35088","30231","36626","44822","41375","32569","39454","42987","37849","29475","41284","36579","37235","32902","35482","38028","36226","35740","42101","43054","39201","33924","39433","45426","39273","35427","43837","46324","39334","40702","44690","44461","37881","34417","44019","44820","41039","38065","47699","54649","45968","47529","48400","47627","43438","35217","46031","48625","40362","34519","43262","51345","46182","35314","39457","46504","53071","34225","47035","47481","40199","36531","42983","48803","40176","38124","53993","62980","49006","53747","48358","49100","42275","39600","47567","50814","59495","41852","52527","45993","38312","38436","50961","44471","38864","36432","48798","50392","51092","107005","37375","41797","29777","53540","29517","29920","21854","35141","28920","34314","22010","24298","21938","23663","18615","17409","20777","29658","","","","",
"경상북도","시도간전출[명]","명","24764","29919","24488","37958","26439","26497","25813","38909","25890","26079","25442","38188","25769","26858","26842","38209","28224","31557","27496","39842","30830","30251","32074","45046","30389","27819","27388","39787","29917","27716","28698","40185","27789","27804","27772","40042","30045","27815","27524","40065","32525","28874","31235","43564","36446","28609","30482","41233","31893","28162","29650","40072","32564","28647","30479","44284","31740","30391","30691","42339","32062","30671","32687","45065","33940","35052","33727","44816","34012","32521","34575","46956","39640","32964","34388","49739","39300","34008","35383","47549","40256","36326","36620","45207","37918","31388","34049","53478","42078","36133","37315","54119","39753","34493","37332","52746","38160","33497","35699","48778","38016","33528","37827","49429","37936","38297","38861","49514","36633","33130","33983","42844","38817","32134","37005","45026","38875","31976","36387","43599","36504","32616","39554","41121","41640","33450","40050","46890","40911","38889","42970","49860","46435","38648","46579","56154","48179","44520","57439","62031","51046","48796","54834","64464","53178","52028","58992","69746","58006","49540","65448","80664","63700","58150","64012","68282","60196","47975","63448","67238","57766","52681","65411","72343","72703","54626","63670","79572","83705","53537","73210","72751","63540","57105","64786","77226","59297","56643","73715","83400","58660","63503","58128","62412","49674","47689","62886","69385","64504","57533","75803","64405","54318","53127","66664","59348","50441","50342","69313","62921","72651","147096","48488","52288","41226","49229","38582","40925","30795","33620","39385","41629","24413","22941","28010","30135","24877","31929","36903","50129","","","","",
"경상남도","총전입[명]","명","75179","76224","76536","98596","74686","79252","78326","97134","75624","69100","68775","86810","72154","71404","79513","100140","89891","84879","87186","112826","98905","88203","90565","125666","99305","88321","90193","118432","92889","86040","94496","116289","97662","97852","103450","114215","103554","87416","99912","121070","119640","97491","112057","126196","121595","104217","114168","122259","123394","90143","102273","111848","104480","85883","103157","121036","115917","105122","117183","135535","117209","101724","120574","142448","120625","114244","117268","133212","116443","106151","118106","146656","134944","104879","108850","142869","138164","98676","113435","146438","125734","109719","127577","130322","125334","97526","111564","139657","139988","111717","135547","136630","133788","108259","131653","140440","121370","99167","114776","123172","111709","99146","117546","135494","112117","111886","126426","140322","117827","115393","123022","132668","117132","91718","115416","135689","180745","146063","178030","178712","184441","140237","181633","173393","181100","159126","158137","185884","172396","147762","163379","172949","203332","171737","166540","205298","171587","162971","189202","199490","170892","168750","181862","183152","155059","139037","175410","169031","157145","147069","176656","194282","165313","175938","183436","161867","166414","124670","162361","155214","146436","127148","159348","175244","187808","136605","160112","166960","175532","139532","175671","165485","148286","143232","155894","150695","143189","120793","141451","161534","135368","152460","133683","150740","124290","121793","146664","142412","144084","134645","156205","129123","111443","110383","123997","111316","94009","90643","106038","96227","100996","236984","78315","98510","78788","127751","76354","75223","56014","79626","71246","75352","51500","44567","47866","52601","38435","45420","49353","81150","64101","44163","46302","57955",
"경상남도","총전출[명]","명","74486","79058","77243","103325","74734","79903","80419","103411","77368","72605","72006","94630","74921","75421","83665","107751","92063","90016","88845","117561","100435","92795","95351","131416","99905","90644","92774","122238","94383","87658","94856","118627","92617","96951","102741","116891","100602","88514","98583","122481","116777","96922","110855","125725","117516","104288","110797","123563","118563","89167","100256","115878","103966","87420","101216","124726","113858","102884","115982","136499","116337","101400","118002","142970","115294","110132","113686","134998","110257","101447","114006","148617","130044","100178","108138","145239","134859","99559","111591","149410","123229","109204","120734","134566","124394","99698","110232","145368","140502","112421","129240","137431","132235","106714","125792","142503","119922","99950","115885","127894","115358","100678","117978","138393","115631","115366","127327","141802","115641","112277","119910","132515","118233","92064","114359","134767","175426","144020","169249","175151","178986","140818","177361","168875","173387","155538","153698","181607","165044","145762","162462","172412","198525","164452","158846","200272","163870","159653","184315","193556","162107","164598","175887","183674","155989","142717","173544","176805","159159","151228","179764","196557","170885","177559","187675","170853","173025","134187","175135","166457","155965","135876","171602","174922","189406","140203","163468","175884","182852","141115","181202","170871","152045","142778","157723","159859","143258","125226","150568","173751","147948","166264","141592","156130","128794","130376","151565","155916","158457","137318","167945","145442","120507","122676","138455","127728","108006","108350","136440","129246","130314","294322","91092","115489","93345","143842","85686","90569","66745","90784","87002","96967","61736","55672","58209","68613","51041","61620","73621","112010","84974","62662","69354","82807",
"경상남도","순이동[명]","명","693","-2834","-707","-4729","-48","-651","-2093","-6277","-1744","-3505","-3231","-7820","-2767","-4017","-4152","-7611","-2172","-5137","-1659","-4735","-1530","-4592","-4786","-5750","-600","-2323","-2581","-3806","-1494","-1618","-360","-2338","5045","901","709","-2676","2952","-1098","1329","-1411","2863","569","1202","471","4079","-71","3371","-1304","4831","976","2017","-4030","514","-1537","1941","-3690","2059","2238","1201","-964","872","324","2572","-522","5331","4112","3582","-1786","6186","4704","4100","-1961","4900","4701","712","-2370","3305","-883","1844","-2972","2505","515","6843","-4244","940","-2172","1332","-5711","-514","-704","6307","-801","1553","1545","5861","-2063","1448","-783","-1109","-4722","-3649","-1532","-432","-2899","-3514","-3480","-901","-1480","2186","3116","3112","153","-1101","-346","1057","922","5319","2043","8781","3561","5455","-581","4272","4518","7713","3588","4439","4277","7352","2000","917","537","4807","7285","7694","5026","7717","3318","4887","5934","8785","4152","5975","-522","-930","-3680","1866","-7774","-2014","-4159","-3108","-2275","-5572","-1621","-4239","-8986","-6611","-9517","-12774","-11243","-9529","-8728","-12254","322","-1598","-3598","-3356","-8924","-7320","-1583","-5531","-5386","-3759","454","-1829","-9164","-69","-4433","-9117","-12217","-12580","-13804","-7909","-5390","-4504","-8583","-4901","-13504","-14373","-2673","-11740","-16319","-9064","-12293","-14458","-16412","-13997","-17707","-30402","-33019","-29318","-57338","-12777","-16979","-14557","-16091","-9332","-15346","-10731","-11158","-15756","-21615","-10236","-11105","-10343","-16012","-12606","-16200","-24268","-30860","-20873","-18499","-23052","-24852",
"경상남도","시도내이동-시군구내[명]","명","36527","33639","37631","43202","35904","40011","39859","41884","36842","32412","31963","34188","33844","32916","39451","44862","44808","39492","42862","51813","49552","45658","46015","63093","51131","45683","47063","56616","46892","43608","48864","54285","47128","47506","54790","50967","49592","41911","51229","57132","61917","47081","58676","59494","63270","55597","60777","57233","64924","44583","52262","50628","51230","41119","52319","53455","58641","50560","60245","66105","60176","50831","56277","61325","54480","49775","53152","55295","49488","44979","52059","60021","55724","40108","47401","59163","58048","42129","49297","62405","54919","45969","54362","54702","55095","42344","48334","58141","60845","46816","58545","56611","57867","45982","59571","62981","55323","46208","54830","52864","52342","44660","54567","61151","53734","52134","59167","63483","53886","53673","57572","61305","55560","39637","52860","61658","94969","78506","91826","90872","100593","75823","93325","90295","131557","121903","111335","135621","122423","102917","114523","122289","150556","124921","111820","149911","119473","117035","130716","141122","114919","117453","125940","128122","107575","95640","120054","115730","107085","102692","118131","129042","113474","119952","125513","106719","113609","83997","109422","103080","99382","84371","105777","110099","122629","88385","103168","107115","108726","89613","113920","107610","96704","90833","97808","91313","88449","73737","87442","100622","85492","97540","83090","92646","75255","75886","88905","83889","85514","78974","94827","77212","65945","67511","73858","67979","56396","53614","63022","58493","57462","153853","45766","61264","48988","84626","46682","48146","35433","51533","43199","49101","34330","29257","29751","34853","24753","29678","33062","58597","","","","",
"경상남도","시도내이동-시군구간 전입[명]","명","13970","14868","14072","21177","13292","13487","14285","20764","14206","13323","13575","19890","14166","14211","15308","21511","16389","16716","16253","22939","18199","16070","16904","23819","17307","15905","16839","24204","17057","15592","16575","23124","17100","17058","17602","23724","19122","16166","17460","24592","21362","18660","19536","24982","20696","18141","19310","24901","21718","16520","18472","23924","19828","17116","19055","26987","21810","20425","21637","27323","21830","19024","28869","37055","28155","27581","28126","35448","29362","25936","29006","40461","35615","28151","27452","39362","40159","25513","28732","40173","31353","29315","33315","35872","33122","24942","29338","40118","37713","28363","34775","36054","34945","29735","32358","37150","30360","23579","27246","33507","28307","26169","27389","35227","26494","27377","30570","36117","28750","28790","30326","34002","28154","23094","27798","34025","37941","29397","34956","37456","34323","27450","36265","35557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경상남도","시도내이동-시군구간 전출[명]","명","13970","14868","14072","21177","13292","13487","14285","20764","14206","13323","13575","19890","14166","14211","15308","21511","16389","16716","16253","22939","18199","16070","16904","23819","17307","15905","16839","24204","17057","15592","16575","23124","17100","17058","17602","23724","19122","16166","17460","24592","21362","18660","19536","24982","20696","18141","19310","24901","21718","16520","18472","23924","19828","17116","19055","26987","21810","20425","21637","27323","21830","19024","28869","37055","28155","27581","28126","35448","29362","25936","29006","40461","35615","28151","27452","39362","40159","25513","28732","40173","31353","29315","33315","35872","33122","24942","29338","40118","37713","28363","34775","36054","34945","29735","32358","37150","30360","23579","27246","33507","28307","26169","27389","35227","26494","27377","30570","36117","28750","28790","30326","34002","28154","23094","27798","34025","37941","29397","34956","37456","34323","27450","36265","35557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경상남도","시도간전입[명]","명","24682","27717","24833","34217","25490","25754","24182","34486","24576","23365","23237","32732","24144","24277","24754","33767","28694","28671","28071","38074","31154","26475","27646","38754","30867","26733","26291","37612","28940","26840","29057","38880","33434","33288","31058","39524","34840","29339","31223","39346","36361","31750","33845","41720","37629","30479","34081","40125","36752","29040","31539","37296","33422","27648","31783","40594","35466","34137","35301","42107","35203","31869","35428","44068","37990","36888","35990","42469","37593","35236","37041","46174","43605","36620","33997","44344","39957","31034","35406","43860","39462","34435","39900","39748","37117","30240","33892","41398","41430","36538","42227","43965","40976","32542","39724","40309","35687","29380","32700","36801","31060","28317","35590","39116","31889","32375","36689","40722","35191","32930","35124","37361","33418","28987","34758","40006","47835","38160","51248","50384","49525","36964","52043","47541","49543","37223","46802","50263","49973","44845","48856","50660","52776","46816","54720","55387","52114","45936","58486","58368","55973","51297","55922","55030","47484","43397","55356","53301","50060","44377","58525","65240","51839","55986","57923","55148","52805","40673","52939","52134","47054","42777","53571","65145","65179","48220","56944","59845","66806","49919","61751","57875","51582","52399","58086","59382","54740","47056","54009","60912","49876","54920","50593","58094","49035","45907","57759","58523","58570","55671","61378","51911","45498","42872","50139","43337","37613","37029","43016","37734","43534","83131","32549","37246","29800","43125","29672","27077","20581","28093","28047","26251","17170","15310","18115","17748","13682","15742","16291","22553","","","","",
